LOCATION,INDICATOR,SUBJECT,MEASURE,FREQUENCY,TIME,Value,value_fixed,Flag Codes
SVN,POP,WOMEN,MLN_PER,A,2005,1021.044,1.021044,
SVN,POP,WOMEN,MLN_PER,A,2006,1022.64,1.02264,
SVN,POP,WOMEN,MLN_PER,A,2007,1024.281,1.024281,
SVN,POP,WOMEN,MLN_PER,A,2008,1025.66,1.02566,
SVN,POP,WOMEN,MLN_PER,A,2009,1030.568,1.030568,
SVN,POP,WOMEN,MLN_PER,A,2010,1034.545,1.034545,
SVN,POP,WOMEN,MLN_PER,A,2011,1037.066,1.037066,
SVN,POP,WOMEN,MLN_PER,A,2012,1038.848,1.038848,
SVN,POP,WOMEN,MLN_PER,A,2013,1039.456,1.039456,
SVN,POP,WOMEN,MLN_PER,A,2014,1040.204,1.040204,
SVN,POP,WOMEN,MLN_PER,A,2015,1040.523,1.040523,
SVN,POP,WOMEN,MLN_PER,A,2016,1040.369,1.040369,
SVN,POP,WOMEN,MLN_PER,A,2017,1040.188,1.040188,
SVN,POP,WOMEN,MLN_PER,A,2018,1039.816,1.039816,
SVN,POP,WOMEN,MLN_PER,A,2019,1043.475,1.043475,
SVN,POP,WOMEN,MLN_PER,A,2020,1045.643,1.045643,
LVA,POP,WOMEN,MLN_PER,A,2000,1277.623,1.277623,
LVA,POP,WOMEN,MLN_PER,A,2001,1262.565,1.262565,
LVA,POP,WOMEN,MLN_PER,A,2002,1249.638,1.249638,
LVA,POP,WOMEN,MLN_PER,A,2003,1238.31,1.23831,
LVA,POP,WOMEN,MLN_PER,A,2004,1224.835,1.224835,
LVA,POP,WOMEN,MLN_PER,A,2005,1211.715,1.211715,
LVA,POP,WOMEN,MLN_PER,A,2006,1200.429,1.200429,
LVA,POP,WOMEN,MLN_PER,A,2007,1189.908,1.189908,
LVA,POP,WOMEN,MLN_PER,A,2008,1177.476,1.177476,
LVA,POP,WOMEN,MLN_PER,A,2009,1159.879,1.159879,
LVA,POP,WOMEN,MLN_PER,A,2010,1138.119,1.138119,
LVA,POP,WOMEN,MLN_PER,A,2011,1118.336,1.118336,
LVA,POP,WOMEN,MLN_PER,A,2012,1103.627,1.103627,
LVA,POP,WOMEN,MLN_PER,A,2013,1090.837,1.090837,
LVA,POP,WOMEN,MLN_PER,A,2014,1079.654,1.079654,
LVA,POP,WOMEN,MLN_PER,A,2015,1069.775,1.069775,
LVA,POP,WOMEN,MLN_PER,A,2016,1059.544,1.059544,
LVA,POP,WOMEN,MLN_PER,A,2017,1049.585,1.049585,
LVA,POP,WOMEN,MLN_PER,A,2018,1039.898,1.039898,
LVA,POP,WOMEN,MLN_PER,A,2019,1030.892,1.030892,
LVA,POP,WOMEN,MLN_PER,A,2020,1022.36,1.02236,
ARG,POP,WOMEN,MLN_PER,A,2000,18761.959,18.761959,
ARG,POP,WOMEN,MLN_PER,A,2001,18956.492,18.956492,
ARG,POP,WOMEN,MLN_PER,A,2002,19155.648,19.155648,
ARG,POP,WOMEN,MLN_PER,A,2003,19359.551,19.359551,
ARG,POP,WOMEN,MLN_PER,A,2004,19568.343,19.568343,
ARG,POP,WOMEN,MLN_PER,A,2005,19782.161,19.782161,
ARG,POP,WOMEN,MLN_PER,A,2006,19985.925,19.985925,
ARG,POP,WOMEN,MLN_PER,A,2007,20194.243,20.194243,
ARG,POP,WOMEN,MLN_PER,A,2008,20407.235,20.407235,
ARG,POP,WOMEN,MLN_PER,A,2009,20625.028,20.625028,
ARG,POP,WOMEN,MLN_PER,A,2010,20847.749,20.847749,
ARG,POP,WOMEN,MLN_PER,A,2011,21080.699,21.080699,
ARG,POP,WOMEN,MLN_PER,A,2012,21312.88,21.31288,
ARG,POP,WOMEN,MLN_PER,A,2013,21543.898,21.543898,
ARG,POP,WOMEN,MLN_PER,A,2014,21773.297,21.773297,
ARG,POP,WOMEN,MLN_PER,A,2015,22000.62,22.00062,
ARG,POP,WOMEN,MLN_PER,A,2016,22225.898,22.225898,
ARG,POP,WOMEN,MLN_PER,A,2017,22449.188,22.449188,
ARG,POP,WOMEN,MLN_PER,A,2018,22670.13,22.67013,
ARG,POP,WOMEN,MLN_PER,A,2019,22888.38,22.88838,
ARG,POP,WOMEN,MLN_PER,A,2020,23103.631,23.103631,
BGR,POP,WOMEN,MLN_PER,A,2000,4190.88,4.19088,
BGR,POP,WOMEN,MLN_PER,A,2001,4108.8605,4.1088605,
BGR,POP,WOMEN,MLN_PER,A,2002,4019.484,4.019484,
BGR,POP,WOMEN,MLN_PER,A,2003,3988.1555,3.9881555,
BGR,POP,WOMEN,MLN_PER,A,2004,3958.736,3.958736,
BGR,POP,WOMEN,MLN_PER,A,2005,3929.605,3.929605,
BGR,POP,WOMEN,MLN_PER,A,2006,3900.4255,3.9004255,
BGR,POP,WOMEN,MLN_PER,A,2007,3871.8645,3.8718645,
BGR,POP,WOMEN,MLN_PER,A,2008,3844.4495,3.8444495,
BGR,POP,WOMEN,MLN_PER,A,2009,3819.536,3.819536,
BGR,POP,WOMEN,MLN_PER,A,2010,3794.1565,3.7941565,
BGR,POP,WOMEN,MLN_PER,A,2011,3770.481,3.770481,
BGR,POP,WOMEN,MLN_PER,A,2012,3749.968,3.749968,
BGR,POP,WOMEN,MLN_PER,A,2013,3730.1055,3.7301055,
BGR,POP,WOMEN,MLN_PER,A,2014,3710.4575,3.7104575,
BGR,POP,WOMEN,MLN_PER,A,2015,3688.395,3.688395,
BGR,POP,WOMEN,MLN_PER,A,2016,3664.244,3.664244,
BGR,POP,WOMEN,MLN_PER,A,2017,3639.753,3.639753,
BGR,POP,WOMEN,MLN_PER,A,2018,3615.9815,3.6159815,
BGR,POP,WOMEN,MLN_PER,A,2019,3593.087,3.593087,
BGR,POP,WOMEN,MLN_PER,A,2020,3574.3345,3.5743345,
CHN,POP,WOMEN,MLN_PER,A,2000,628363.01,628.36301,
CHN,POP,WOMEN,MLN_PER,A,2001,632446.405,632.446405,
CHN,POP,WOMEN,MLN_PER,A,2002,636323.513,636.323513,
CHN,POP,WOMEN,MLN_PER,A,2003,640047.843,640.047843,
CHN,POP,WOMEN,MLN_PER,A,2004,643685.783,643.685783,
CHN,POP,WOMEN,MLN_PER,A,2005,647290.48,647.29048,
CHN,POP,WOMEN,MLN_PER,A,2006,650879.793,650.879793,
CHN,POP,WOMEN,MLN_PER,A,2007,654460.412,654.460412,
CHN,POP,WOMEN,MLN_PER,A,2008,658058.462,658.058462,
CHN,POP,WOMEN,MLN_PER,A,2009,661699.098,661.699098,
CHN,POP,WOMEN,MLN_PER,A,2010,665396.585,665.396585,
CHN,POP,WOMEN,MLN_PER,A,2011,669157.645,669.157645,
CHN,POP,WOMEN,MLN_PER,A,2012,672969.777,672.969777,
CHN,POP,WOMEN,MLN_PER,A,2013,676800.72,676.80072,
CHN,POP,WOMEN,MLN_PER,A,2014,680604.601,680.604601,
CHN,POP,WOMEN,MLN_PER,A,2015,684339.862,684.339862,
CHN,POP,WOMEN,MLN_PER,A,2016,687996.94,687.99694,
CHN,POP,WOMEN,MLN_PER,A,2017,691559.414,691.559414,
CHN,POP,WOMEN,MLN_PER,A,2018,694970.006,694.970006,
CHN,POP,WOMEN,MLN_PER,A,2019,698159.433,698.159433,
CHN,POP,WOMEN,MLN_PER,A,2020,701076.434,701.076434,
CRI,POP,WOMEN,MLN_PER,A,2000,1910.998,1.910998,
CRI,POP,WOMEN,MLN_PER,A,2001,1951.332,1.951332,
CRI,POP,WOMEN,MLN_PER,A,2002,1985.567,1.985567,
CRI,POP,WOMEN,MLN_PER,A,2003,2017.166,2.017166,
CRI,POP,WOMEN,MLN_PER,A,2004,2049.903,2.049903,
CRI,POP,WOMEN,MLN_PER,A,2005,2081.803,2.081803,
CRI,POP,WOMEN,MLN_PER,A,2006,2113.29,2.11329,
CRI,POP,WOMEN,MLN_PER,A,2007,2144.61,2.14461,
CRI,POP,WOMEN,MLN_PER,A,2008,2176.527,2.176527,
CRI,POP,WOMEN,MLN_PER,A,2009,2209.163,2.209163,
CRI,POP,WOMEN,MLN_PER,A,2010,2241.572,2.241572,
CRI,POP,WOMEN,MLN_PER,A,2011,2270.789,2.270789,
CRI,POP,WOMEN,MLN_PER,A,2012,2301.426911,2.301426911,
CRI,POP,WOMEN,MLN_PER,A,2013,2332.318153,2.332318153,
CRI,POP,WOMEN,MLN_PER,A,2014,2362.807244,2.362807244,
CRI,POP,WOMEN,MLN_PER,A,2015,2392.900874,2.392900874,
CRI,POP,WOMEN,MLN_PER,A,2016,2422.550725,2.422550725,
CRI,POP,WOMEN,MLN_PER,A,2017,2451.719889,2.451719889,
CRI,POP,WOMEN,MLN_PER,A,2018,2480.330162,2.480330162,
CRI,POP,WOMEN,MLN_PER,A,2019,2508.329819,2.508329819,
CRI,POP,WOMEN,MLN_PER,A,2020,2535.687867,2.535687867,
HRV,POP,WOMEN,MLN_PER,A,2000,2296.428,2.296428,
HRV,POP,WOMEN,MLN_PER,A,2001,2233.432,2.233432,
HRV,POP,WOMEN,MLN_PER,A,2002,2235.402,2.235402,
HRV,POP,WOMEN,MLN_PER,A,2003,2235.64,2.23564,
HRV,POP,WOMEN,MLN_PER,A,2004,2235.69,2.23569,
HRV,POP,WOMEN,MLN_PER,A,2005,2237.852,2.237852,
HRV,POP,WOMEN,MLN_PER,A,2006,2236.655,2.236655,
HRV,POP,WOMEN,MLN_PER,A,2007,2234.67,2.23467,
HRV,POP,WOMEN,MLN_PER,A,2008,2233.188,2.233188,
HRV,POP,WOMEN,MLN_PER,A,2009,2229.86,2.22986,
HRV,POP,WOMEN,MLN_PER,A,2010,2224.232,2.224232,
HRV,POP,WOMEN,MLN_PER,A,2011,2216.308,2.216308,
HRV,POP,WOMEN,MLN_PER,A,2012,2208.857,2.208857,
HRV,POP,WOMEN,MLN_PER,A,2013,2201.901,2.201901,
HRV,POP,WOMEN,MLN_PER,A,2014,2192.588,2.192588,
HRV,POP,WOMEN,MLN_PER,A,2015,2174.964,2.174964,
HRV,POP,WOMEN,MLN_PER,A,2016,2159.512,2.159512,
HRV,POP,WOMEN,MLN_PER,A,2017,2134.19,2.13419,
HRV,POP,WOMEN,MLN_PER,A,2018,2112.791,2.112791,
HRV,POP,WOMEN,MLN_PER,A,2019,2094.569,2.094569,
HRV,POP,WOMEN,MLN_PER,A,2020,2080,2.08,
CYP,POP,WOMEN,MLN_PER,A,2000,352.817,0.352817,
CYP,POP,WOMEN,MLN_PER,A,2001,357.077,0.357077,
CYP,POP,WOMEN,MLN_PER,A,2002,361.473,0.361473,
CYP,POP,WOMEN,MLN_PER,A,2003,365.955,0.365955,
CYP,POP,WOMEN,MLN_PER,A,2004,371.035,0.371035,
CYP,POP,WOMEN,MLN_PER,A,2005,376.587,0.376587,
CYP,POP,WOMEN,MLN_PER,A,2006,382.916,0.382916,
CYP,POP,WOMEN,MLN_PER,A,2007,391.14,0.39114,
CYP,POP,WOMEN,MLN_PER,A,2008,401.437,0.401437,
CYP,POP,WOMEN,MLN_PER,A,2009,413.271,0.413271,
CYP,POP,WOMEN,MLN_PER,A,2010,425.264,0.425264,
CYP,POP,WOMEN,MLN_PER,A,2011,437.004,0.437004,
CYP,POP,WOMEN,MLN_PER,A,2012,443.928,0.443928,
CYP,POP,WOMEN,MLN_PER,A,2013,442.651,0.442651,
CYP,POP,WOMEN,MLN_PER,A,2014,437.828,0.437828,
CYP,POP,WOMEN,MLN_PER,A,2015,435.405,0.435405,
CYP,POP,WOMEN,MLN_PER,A,2016,436.883,0.436883,
CYP,POP,WOMEN,MLN_PER,A,2017,440.432,0.440432,
CYP,POP,WOMEN,MLN_PER,A,2018,445.399,0.445399,
CYP,POP,WOMEN,MLN_PER,A,2019,450.798,0.450798,
CYP,POP,WOMEN,MLN_PER,A,2020,456.516,0.456516,
IND,POP,WOMEN,MLN_PER,A,2000,507187.684,507.187684,
IND,POP,WOMEN,MLN_PER,A,2001,515957.249,515.957249,
IND,POP,WOMEN,MLN_PER,A,2002,524676.537,524.676537,
IND,POP,WOMEN,MLN_PER,A,2003,533346.647,533.346647,
IND,POP,WOMEN,MLN_PER,A,2004,541973.982,541.973982,
IND,POP,WOMEN,MLN_PER,A,2005,550557.711,550.557711,
IND,POP,WOMEN,MLN_PER,A,2006,559099.816,559.099816,
IND,POP,WOMEN,MLN_PER,A,2007,567579.951,567.579951,
IND,POP,WOMEN,MLN_PER,A,2008,575948.779,575.948779,
IND,POP,WOMEN,MLN_PER,A,2009,584142.641,584.142641,
IND,POP,WOMEN,MLN_PER,A,2010,592116.982,592.116982,
IND,POP,WOMEN,MLN_PER,A,2011,599851.346,599.851346,
IND,POP,WOMEN,MLN_PER,A,2012,607359.892,607.359892,
IND,POP,WOMEN,MLN_PER,A,2013,614676.458,614.676458,
IND,POP,WOMEN,MLN_PER,A,2014,621852.998,621.852998,
IND,POP,WOMEN,MLN_PER,A,2015,628929.06,628.92906,
IND,POP,WOMEN,MLN_PER,A,2016,635912.563,635.912563,
IND,POP,WOMEN,MLN_PER,A,2017,642796.257,642.796257,
IND,POP,WOMEN,MLN_PER,A,2018,649586.703,649.586703,
IND,POP,WOMEN,MLN_PER,A,2019,656288.184,656.288184,
IND,POP,WOMEN,MLN_PER,A,2020,662903.415,662.903415,
IDN,POP,WOMEN,MLN_PER,A,2000,105659.995,105.659995,
IDN,POP,WOMEN,MLN_PER,A,2001,107066.152,107.066152,
IDN,POP,WOMEN,MLN_PER,A,2002,108470.613,108.470613,
IDN,POP,WOMEN,MLN_PER,A,2003,109875.997,109.875997,
IDN,POP,WOMEN,MLN_PER,A,2004,111283.965,111.283965,
IDN,POP,WOMEN,MLN_PER,A,2005,112697.081,112.697081,
IDN,POP,WOMEN,MLN_PER,A,2006,114113.394,114.113394,
IDN,POP,WOMEN,MLN_PER,A,2007,115537.042,115.537042,
IDN,POP,WOMEN,MLN_PER,A,2008,116983.222,116.983222,
IDN,POP,WOMEN,MLN_PER,A,2009,118471.487,118.471487,
IDN,POP,WOMEN,MLN_PER,A,2010,120013.721,120.013721,
IDN,POP,WOMEN,MLN_PER,A,2011,121616.719,121.616719,
IDN,POP,WOMEN,MLN_PER,A,2012,123270.656,123.270656,
IDN,POP,WOMEN,MLN_PER,A,2013,124949.892,124.949892,
IDN,POP,WOMEN,MLN_PER,A,2014,126618.711,126.618711,
IDN,POP,WOMEN,MLN_PER,A,2015,127104.5,127.1045,
IDN,POP,WOMEN,MLN_PER,A,2016,128586.3,128.5863,
IDN,POP,WOMEN,MLN_PER,A,2017,130044.9,130.0449,
IDN,POP,WOMEN,MLN_PER,A,2018,131478.7,131.4787,
IDN,POP,WOMEN,MLN_PER,A,2019,132886.3,132.8863,
IDN,POP,WOMEN,MLN_PER,A,2020,134266.4,134.2664,
LTU,POP,WOMEN,MLN_PER,A,2000,1861.923,1.861923,
LTU,POP,WOMEN,MLN_PER,A,2001,1848.577,1.848577,
LTU,POP,WOMEN,MLN_PER,A,2002,1835.741,1.835741,
LTU,POP,WOMEN,MLN_PER,A,2003,1822.65,1.82265,
LTU,POP,WOMEN,MLN_PER,A,2004,1803.933,1.803933,
LTU,POP,WOMEN,MLN_PER,A,2005,1777.162,1.777162,
LTU,POP,WOMEN,MLN_PER,A,2006,1752.278,1.752278,
LTU,POP,WOMEN,MLN_PER,A,2007,1734.189,1.734189,
LTU,POP,WOMEN,MLN_PER,A,2008,1717.847,1.717847,
LTU,POP,WOMEN,MLN_PER,A,2009,1701.137,1.701137,
LTU,POP,WOMEN,MLN_PER,A,2010,1668.576,1.668576,
LTU,POP,WOMEN,MLN_PER,A,2011,1632.752,1.632752,
LTU,POP,WOMEN,MLN_PER,A,2012,1611.569,1.611569,
LTU,POP,WOMEN,MLN_PER,A,2013,1595.245,1.595245,
LTU,POP,WOMEN,MLN_PER,A,2014,1581.239,1.581239,
LTU,POP,WOMEN,MLN_PER,A,2015,1566.979,1.566979,
LTU,POP,WOMEN,MLN_PER,A,2016,1547.336,1.547336,
LTU,POP,WOMEN,MLN_PER,A,2017,1523.662,1.523662,
LTU,POP,WOMEN,MLN_PER,A,2018,1505.1,1.5051,
LTU,POP,WOMEN,MLN_PER,A,2019,1494.163,1.494163,
LTU,POP,WOMEN,MLN_PER,A,2020,1485.91,1.48591,
MLT,POP,WOMEN,MLN_PER,A,2000,194.669,0.194669,
MLT,POP,WOMEN,MLN_PER,A,2001,198.502,0.198502,
MLT,POP,WOMEN,MLN_PER,A,2002,199.869,0.199869,
MLT,POP,WOMEN,MLN_PER,A,2003,201.114,0.201114,
MLT,POP,WOMEN,MLN_PER,A,2004,202.427,0.202427,
MLT,POP,WOMEN,MLN_PER,A,2005,203.619,0.203619,
MLT,POP,WOMEN,MLN_PER,A,2006,204.131,0.204131,
MLT,POP,WOMEN,MLN_PER,A,2007,204.596,0.204596,
MLT,POP,WOMEN,MLN_PER,A,2008,205.707,0.205707,
MLT,POP,WOMEN,MLN_PER,A,2009,207.072,0.207072,
MLT,POP,WOMEN,MLN_PER,A,2010,208.205,0.208205,
MLT,POP,WOMEN,MLN_PER,A,2011,209.213,0.209213,
MLT,POP,WOMEN,MLN_PER,A,2012,210.99,0.21099,
MLT,POP,WOMEN,MLN_PER,A,2013,213.514,0.213514,
MLT,POP,WOMEN,MLN_PER,A,2014,217.046,0.217046,
MLT,POP,WOMEN,MLN_PER,A,2015,221.613,0.221613,
MLT,POP,WOMEN,MLN_PER,A,2016,226.327,0.226327,
MLT,POP,WOMEN,MLN_PER,A,2017,231.871,0.231871,
MLT,POP,WOMEN,MLN_PER,A,2018,238.412,0.238412,
MLT,POP,WOMEN,MLN_PER,A,2019,245.261,0.245261,
MLT,POP,WOMEN,MLN_PER,A,2020,253.24,0.25324,
ROU,POP,WOMEN,MLN_PER,A,2000,11471.27,11.47127,
ROU,POP,WOMEN,MLN_PER,A,2001,11318.196,11.318196,
ROU,POP,WOMEN,MLN_PER,A,2002,11111.448,11.111448,
ROU,POP,WOMEN,MLN_PER,A,2003,11062.457,11.062457,
ROU,POP,WOMEN,MLN_PER,A,2004,11000.787,11.000787,
ROU,POP,WOMEN,MLN_PER,A,2005,10935.19,10.93519,
ROU,POP,WOMEN,MLN_PER,A,2006,10872.842,10.872842,
ROU,POP,WOMEN,MLN_PER,A,2007,10713.384,10.713384,
ROU,POP,WOMEN,MLN_PER,A,2008,10537.333,10.537333,
ROU,POP,WOMEN,MLN_PER,A,2009,10451.33,10.45133,
ROU,POP,WOMEN,MLN_PER,A,2010,10390.129,10.390129,
ROU,POP,WOMEN,MLN_PER,A,2011,10342.549,10.342549,
ROU,POP,WOMEN,MLN_PER,A,2012,10289.829,10.289829,
ROU,POP,WOMEN,MLN_PER,A,2013,10232.384,10.232384,
ROU,POP,WOMEN,MLN_PER,A,2014,10186.193,10.186193,
ROU,POP,WOMEN,MLN_PER,A,2015,10140.594,10.140594,
ROU,POP,WOMEN,MLN_PER,A,2016,10078.437,10.078437,
ROU,POP,WOMEN,MLN_PER,A,2017,10012.352,10.012352,
ROU,POP,WOMEN,MLN_PER,A,2018,9947.777,9.947777,
ROU,POP,WOMEN,MLN_PER,A,2019,9893.174,9.893174,
ROU,POP,WOMEN,MLN_PER,A,2020,9840.455,9.840455,
SAU,POP,WOMEN,MLN_PER,A,2000,9415.348,9.415348,
SAU,POP,WOMEN,MLN_PER,A,2001,9633.879,9.633879,
SAU,POP,WOMEN,MLN_PER,A,2002,9852.692,9.852692,
SAU,POP,WOMEN,MLN_PER,A,2003,10075.877,10.075877,
SAU,POP,WOMEN,MLN_PER,A,2004,10308.767,10.308767,
SAU,POP,WOMEN,MLN_PER,A,2005,10555.254,10.555254,
SAU,POP,WOMEN,MLN_PER,A,2006,10814.704,10.814704,
SAU,POP,WOMEN,MLN_PER,A,2007,11085.954,11.085954,
SAU,POP,WOMEN,MLN_PER,A,2008,11371.436,11.371436,
SAU,POP,WOMEN,MLN_PER,A,2009,11673.941,11.673941,
SAU,POP,WOMEN,MLN_PER,A,2010,11993.977,11.993977,
SAU,POP,WOMEN,MLN_PER,A,2011,12335.152,12.335152,
SAU,POP,WOMEN,MLN_PER,A,2012,12693.016,12.693016,
SAU,POP,WOMEN,MLN_PER,A,2013,13050.172,13.050172,
SAU,POP,WOMEN,MLN_PER,A,2014,13383.388,13.383388,
SAU,POP,WOMEN,MLN_PER,A,2015,13676.743,13.676743,
SAU,POP,WOMEN,MLN_PER,A,2016,13527.861,13.527861,
SAU,POP,WOMEN,MLN_PER,A,2017,13866.795,13.866795,
SAU,POP,WOMEN,MLN_PER,A,2018,14172.704,14.172704,
SAU,POP,WOMEN,MLN_PER,A,2019,14479.113,14.479113,
SAU,POP,WOMEN,MLN_PER,A,2020,14781.989,14.781989,
SGP,POP,WOMEN,MLN_PER,A,2000,1638.696,1.638696,
SGP,POP,WOMEN,MLN_PER,A,2001,1667.344,1.667344,
SGP,POP,WOMEN,MLN_PER,A,2002,1698.649,1.698649,
SGP,POP,WOMEN,MLN_PER,A,2003,1693.49,1.69349,
SGP,POP,WOMEN,MLN_PER,A,2004,1718.235,1.718235,
SGP,POP,WOMEN,MLN_PER,A,2005,1746.675,1.746675,
SGP,POP,WOMEN,MLN_PER,A,2006,1777.652,1.777652,
SGP,POP,WOMEN,MLN_PER,A,2007,1807.605,1.807605,
SGP,POP,WOMEN,MLN_PER,A,2008,1839.667,1.839667,
SGP,POP,WOMEN,MLN_PER,A,2009,1889.144,1.889144,
SGP,POP,WOMEN,MLN_PER,A,2010,1910.588,1.910588,
SGP,POP,WOMEN,MLN_PER,A,2011,1921.081,1.921081,
SGP,POP,WOMEN,MLN_PER,A,2012,1938.159,1.938159,
SGP,POP,WOMEN,MLN_PER,A,2013,1953.247,1.953247,
SGP,POP,WOMEN,MLN_PER,A,2014,1968.329,1.968329,
SGP,POP,WOMEN,MLN_PER,A,2015,1986.062,1.986062,
SGP,POP,WOMEN,MLN_PER,A,2016,2004.033,2.004033,
SGP,POP,WOMEN,MLN_PER,A,2017,2022.251,2.022251,
SGP,POP,WOMEN,MLN_PER,A,2018,2038.445,2.038445,
SGP,POP,WOMEN,MLN_PER,A,2019,2056.827,2.056827,
SGP,POP,WOMEN,MLN_PER,A,2020,2066.654,2.066654,
ZAF,POP,WOMEN,MLN_PER,A,2000,22796.107,22.796107,
ZAF,POP,WOMEN,MLN_PER,A,2001,23103.252,23.103252,
ZAF,POP,WOMEN,MLN_PER,A,2002,24124.244,24.124244,
ZAF,POP,WOMEN,MLN_PER,A,2003,24340.773,24.340773,
ZAF,POP,WOMEN,MLN_PER,A,2004,24578.989,24.578989,
ZAF,POP,WOMEN,MLN_PER,A,2005,24829.229,24.829229,
ZAF,POP,WOMEN,MLN_PER,A,2006,25087.697,25.087697,
ZAF,POP,WOMEN,MLN_PER,A,2007,25368.797,25.368797,
ZAF,POP,WOMEN,MLN_PER,A,2008,25674.227,25.674227,
ZAF,POP,WOMEN,MLN_PER,A,2009,26017.694,26.017694,
ZAF,POP,WOMEN,MLN_PER,A,2010,26387.157,26.387157,
ZAF,POP,WOMEN,MLN_PER,A,2011,26772.684,26.772684,
ZAF,POP,WOMEN,MLN_PER,A,2012,27166.873,27.166873,
ZAF,POP,WOMEN,MLN_PER,A,2013,27567.549,27.567549,
ZAF,POP,WOMEN,MLN_PER,A,2014,27979.534,27.979534,
ZAF,POP,WOMEN,MLN_PER,A,2015,28385.78,28.38578,
ZAF,POP,WOMEN,MLN_PER,A,2016,28787.003,28.787003,
ZAF,POP,WOMEN,MLN_PER,A,2017,29200.151,29.200151,
ZAF,POP,WOMEN,MLN_PER,A,2018,29624.809,29.624809,
ZAF,POP,WOMEN,MLN_PER,A,2019,30050.368,30.050368,
ZAF,POP,WOMEN,MLN_PER,A,2020,30452.449,30.452449,
WLD,POP,WOMEN,MLN_PER,A,2000,3050059.948,3050.059948,
WLD,POP,WOMEN,MLN_PER,A,2001,3089024.77,3089.02477,
WLD,POP,WOMEN,MLN_PER,A,2002,3127872.723,3127.872723,
WLD,POP,WOMEN,MLN_PER,A,2003,3166763.11,3166.76311,
WLD,POP,WOMEN,MLN_PER,A,2004,3205896.765,3205.896765,
WLD,POP,WOMEN,MLN_PER,A,2005,3245421.689,3245.421689,
WLD,POP,WOMEN,MLN_PER,A,2006,3285384.988,3285.384988,
WLD,POP,WOMEN,MLN_PER,A,2007,3325763.623,3325.763623,
WLD,POP,WOMEN,MLN_PER,A,2008,3366542.29,3366.54229,
WLD,POP,WOMEN,MLN_PER,A,2009,3407677.565,3407.677565,
WLD,POP,WOMEN,MLN_PER,A,2010,3449119.953,3449.119953,
WLD,POP,WOMEN,MLN_PER,A,2011,3490861.575,3490.861575,
WLD,POP,WOMEN,MLN_PER,A,2012,3532864.951,3532.864951,
WLD,POP,WOMEN,MLN_PER,A,2013,3575006.709,3575.006709,
WLD,POP,WOMEN,MLN_PER,A,2014,3617128.922,3617.128922,
WLD,POP,WOMEN,MLN_PER,A,2015,3659100.593,3659.100593,
WLD,POP,WOMEN,MLN_PER,A,2016,3700864.713,3700.864713,
WLD,POP,WOMEN,MLN_PER,A,2017,3742389.807,3742.389807,
WLD,POP,WOMEN,MLN_PER,A,2018,3783603.252,3783.603252,
WLD,POP,WOMEN,MLN_PER,A,2019,3824433.594,3824.433594,
WLD,POP,WOMEN,MLN_PER,A,2020,3864824.776,3864.824776,
G20,POP,WOMEN,MLN_PER,A,2000,2048142.877,2048.142877,
G20,POP,WOMEN,MLN_PER,A,2001,2067718.45,2067.71845,
G20,POP,WOMEN,MLN_PER,A,2002,2087737.67,2087.73767,
G20,POP,WOMEN,MLN_PER,A,2003,2106870.7,2106.8707,
G20,POP,WOMEN,MLN_PER,A,2004,2125812.741,2125.812741,
G20,POP,WOMEN,MLN_PER,A,2005,2144787.168,2144.787168,
G20,POP,WOMEN,MLN_PER,A,2006,2163840.603,2163.840603,
G20,POP,WOMEN,MLN_PER,A,2007,2183200.018,2183.200018,
G20,POP,WOMEN,MLN_PER,A,2008,2202585.353,2202.585353,
G20,POP,WOMEN,MLN_PER,A,2009,2221705.16,2221.70516,
G20,POP,WOMEN,MLN_PER,A,2010,2241526.777,2241.526777,
G20,POP,WOMEN,MLN_PER,A,2011,2259734.728,2259.734728,
G20,POP,WOMEN,MLN_PER,A,2012,2278005.884,2278.005884,
G20,POP,WOMEN,MLN_PER,A,2013,2295954.801,2295.954801,
G20,POP,WOMEN,MLN_PER,A,2014,2314037.791,2314.037791,
G20,POP,WOMEN,MLN_PER,A,2015,2331843.216,2331.843216,
G20,POP,WOMEN,MLN_PER,A,2016,2348826.384,2348.826384,
G20,POP,WOMEN,MLN_PER,A,2017,2365682.212,2365.682212,
G20,POP,WOMEN,MLN_PER,A,2018,2382080.479,2382.080479,
G20,POP,WOMEN,MLN_PER,A,2019,2397995.555,2397.995555,
G20,POP,WOMEN,MLN_PER,A,2020,2412622.305,2412.622305,
OECD,POP,WOMEN,MLN_PER,A,2000,612471.69,612.47169,
OECD,POP,WOMEN,MLN_PER,A,2001,616822.825,616.822825,
OECD,POP,WOMEN,MLN_PER,A,2002,621253.639,621.253639,
OECD,POP,WOMEN,MLN_PER,A,2003,625665.189,625.665189,
OECD,POP,WOMEN,MLN_PER,A,2004,630013.065,630.013065,
OECD,POP,WOMEN,MLN_PER,A,2005,634425.587,634.425587,
OECD,POP,WOMEN,MLN_PER,A,2006,638965.0335,638.9650335,
OECD,POP,WOMEN,MLN_PER,A,2007,643891.935,643.891935,
OECD,POP,WOMEN,MLN_PER,A,2008,648807.843,648.807843,
OECD,POP,WOMEN,MLN_PER,A,2009,653377.0245,653.3770245,
OECD,POP,WOMEN,MLN_PER,A,2010,658409.648,658.409648,
OECD,POP,WOMEN,MLN_PER,A,2011,661972.841,661.972841,
