LOCATION,INDICATOR,SUBJECT,MEASURE,FREQUENCY,TIME,Value,value_fixed,Flag Codes
OECD,POP,WOMEN,MLN_PER,A,2012,665914.4429,665.9144429,
OECD,POP,WOMEN,MLN_PER,A,2013,669671.4697,669.6714697,
OECD,POP,WOMEN,MLN_PER,A,2014,673749.8687,673.7498687,
OECD,POP,WOMEN,MLN_PER,A,2015,677695.1839,677.6951839,
OECD,POP,WOMEN,MLN_PER,A,2016,681753.8162,681.7538162,
OECD,POP,WOMEN,MLN_PER,A,2017,685527.5894,685.5275894,
OECD,POP,WOMEN,MLN_PER,A,2018,689232.8552,689.2328552,
OECD,POP,WOMEN,MLN_PER,A,2019,692835.8388,692.8358388,
OECD,POP,WOMEN,MLN_PER,A,2020,695699.7644,695.6997644,
EU27,POP,WOMEN,MLN_PER,A,2000,220135.192,220.135192,
EU27,POP,WOMEN,MLN_PER,A,2001,220377.469,220.377469,
EU27,POP,WOMEN,MLN_PER,A,2002,220875.8585,220.8758585,
EU27,POP,WOMEN,MLN_PER,A,2003,221672.928,221.672928,
EU27,POP,WOMEN,MLN_PER,A,2004,222461.5695,222.4615695,
EU27,POP,WOMEN,MLN_PER,A,2005,223251.9045,223.2519045,
EU27,POP,WOMEN,MLN_PER,A,2006,223936.6795,223.9366795,
EU27,POP,WOMEN,MLN_PER,A,2007,224689.993,224.689993,
EU27,POP,WOMEN,MLN_PER,A,2008,225429.989,225.429989,
EU27,POP,WOMEN,MLN_PER,A,2009,225996.9355,225.9969355,
EU27,POP,WOMEN,MLN_PER,A,2010,226554.4385,226.5544385,
EU27,POP,WOMEN,MLN_PER,A,2011,226363.017,226.363017,
EU27,POP,WOMEN,MLN_PER,A,2012,226672.408,226.672408,
EU27,POP,WOMEN,MLN_PER,A,2013,226847.572,226.847572,
EU27,POP,WOMEN,MLN_PER,A,2014,227200.604,227.200604,
EU27,POP,WOMEN,MLN_PER,A,2015,227509.62,227.50962,
EU27,POP,WOMEN,MLN_PER,A,2016,227831.8605,227.8318605,
EU27,POP,WOMEN,MLN_PER,A,2017,228089.5515,228.0895515,
EU27,POP,WOMEN,MLN_PER,A,2018,228375.3755,228.3753755,
EU27,POP,WOMEN,MLN_PER,A,2019,228744.232,228.744232,
EU27,POP,WOMEN,MLN_PER,A,2020,228910.866,228.910866,
