LOCATION,INDICATOR,SUBJECT,ASAB,FREQUENCY,TIME,Value,Flag Codes
DNK,EDUADULT,TRY,WOMEN,A,2004,34.922371,
DNK,EDUADULT,TRY,WOMEN,A,2005,36.18129,
DNK,EDUADULT,TRY,WOMEN,A,2006,37.015888,
DNK,EDUADULT,TRY,WOMEN,A,2007,33.536175,
DNK,EDUADULT,TRY,WOMEN,A,2008,33.643822,
DNK,EDUADULT,TRY,WOMEN,A,2009,35.535122,
DNK,EDUADULT,TRY,WOMEN,A,2010,36.495869,
DNK,EDUADULT,TRY,WOMEN,A,2011,37.852802,
DNK,EDUADULT,TRY,WOMEN,A,2012,39.937965,
DNK,EDUADULT,TRY,WOMEN,A,2013,40.422455,
DNK,EDUADULT,TRY,WOMEN,A,2014,40.472942,
DNK,EDUADULT,TRY,WOMEN,A,2015,41.981026,
DNK,EDUADULT,TRY,WOMEN,A,2016,42.522121,
DNK,EDUADULT,TRY,WOMEN,A,2017,44.316708,
DNK,EDUADULT,TRY,WOMEN,A,2018,45.166317,
DNK,EDUADULT,TRY,WOMEN,A,2019,45.869457,
DNK,EDUADULT,UPPSRY,MEN,A,2000,57.105824,
DNK,EDUADULT,UPPSRY,MEN,A,2001,56.247536,
DNK,EDUADULT,UPPSRY,MEN,A,2002,54.607124,
DNK,EDUADULT,UPPSRY,MEN,A,2003,52.787243,
DNK,EDUADULT,UPPSRY,MEN,A,2004,52.912167,
DNK,EDUADULT,UPPSRY,MEN,A,2005,51.419804,
DNK,EDUADULT,UPPSRY,MEN,A,2006,50.936111,
DNK,EDUADULT,UPPSRY,MEN,A,2007,47.164268,
DNK,EDUADULT,UPPSRY,MEN,A,2008,46.987843,
DNK,EDUADULT,UPPSRY,MEN,A,2009,47.880249,
DNK,EDUADULT,UPPSRY,MEN,A,2010,47.259796,
DNK,EDUADULT,UPPSRY,MEN,A,2011,48.178623,
DNK,EDUADULT,UPPSRY,MEN,A,2012,48.509918,
DNK,EDUADULT,UPPSRY,MEN,A,2013,47.931267,
DNK,EDUADULT,UPPSRY,MEN,A,2014,46.772457,
DNK,EDUADULT,UPPSRY,MEN,A,2015,47.143909,
DNK,EDUADULT,UPPSRY,MEN,A,2016,45.757957,
DNK,EDUADULT,UPPSRY,MEN,A,2017,45.575832,
DNK,EDUADULT,UPPSRY,MEN,A,2018,45.018398,
DNK,EDUADULT,UPPSRY,MEN,A,2019,44.831509,
DNK,EDUADULT,UPPSRY,WOMEN,A,2000,50.778893,
DNK,EDUADULT,UPPSRY,WOMEN,A,2001,48.151619,
DNK,EDUADULT,UPPSRY,WOMEN,A,2002,48.296307,
DNK,EDUADULT,UPPSRY,WOMEN,A,2003,44.522396,
DNK,EDUADULT,UPPSRY,WOMEN,A,2004,43.747814,
DNK,EDUADULT,UPPSRY,WOMEN,A,2005,43.46133,
DNK,EDUADULT,UPPSRY,WOMEN,A,2006,42.832169,
DNK,EDUADULT,UPPSRY,WOMEN,A,2007,39.515396,
DNK,EDUADULT,UPPSRY,WOMEN,A,2008,40.901531,
DNK,EDUADULT,UPPSRY,WOMEN,A,2009,39.785648,
DNK,EDUADULT,UPPSRY,WOMEN,A,2010,40.098858,
DNK,EDUADULT,UPPSRY,WOMEN,A,2011,40.397877,
DNK,EDUADULT,UPPSRY,WOMEN,A,2012,39.806328,
DNK,EDUADULT,UPPSRY,WOMEN,A,2013,39.966743,
DNK,EDUADULT,UPPSRY,WOMEN,A,2014,39.739357,
DNK,EDUADULT,UPPSRY,WOMEN,A,2015,39.094833,
DNK,EDUADULT,UPPSRY,WOMEN,A,2016,39.210312,
DNK,EDUADULT,UPPSRY,WOMEN,A,2017,38.504265,
DNK,EDUADULT,UPPSRY,WOMEN,A,2018,38.164898,
DNK,EDUADULT,UPPSRY,WOMEN,A,2019,37.594078,
FIN,EDUADULT,TRY,MEN,A,2000,29.40193,
FIN,EDUADULT,TRY,MEN,A,2003,29.457676,
FIN,EDUADULT,TRY,MEN,A,2004,29.973473,
FIN,EDUADULT,TRY,MEN,A,2005,29.93437,
FIN,EDUADULT,TRY,MEN,A,2006,30.008163,
FIN,EDUADULT,TRY,MEN,A,2007,31.142788,
FIN,EDUADULT,TRY,MEN,A,2008,31.022511,
FIN,EDUADULT,TRY,MEN,A,2009,31.355534,
FIN,EDUADULT,TRY,MEN,A,2010,32.415871,
FIN,EDUADULT,TRY,MEN,A,2011,33.023373,
FIN,EDUADULT,TRY,MEN,A,2012,33.281662,
FIN,EDUADULT,TRY,MEN,A,2013,34.131176,
FIN,EDUADULT,TRY,MEN,A,2014,35.209499,
FIN,EDUADULT,TRY,MEN,A,2015,36.266994,
FIN,EDUADULT,TRY,MEN,A,2016,36.531628,
FIN,EDUADULT,TRY,MEN,A,2017,36.63578,
FIN,EDUADULT,TRY,MEN,A,2018,37.464184,
FIN,EDUADULT,TRY,MEN,A,2019,38.580463,
FIN,EDUADULT,TRY,MEN,A,2020,39.971851,
FIN,EDUADULT,TRY,WOMEN,A,2000,35.872776,
FIN,EDUADULT,TRY,WOMEN,A,2003,36.957314,
FIN,EDUADULT,TRY,WOMEN,A,2004,38.462265,
FIN,EDUADULT,TRY,WOMEN,A,2005,39.401237,
FIN,EDUADULT,TRY,WOMEN,A,2006,40.362099,
FIN,EDUADULT,TRY,WOMEN,A,2007,41.661633,
FIN,EDUADULT,TRY,WOMEN,A,2008,42.23674,
FIN,EDUADULT,TRY,WOMEN,A,2009,43.27985,
FIN,EDUADULT,TRY,WOMEN,A,2010,43.969322,
FIN,EDUADULT,TRY,WOMEN,A,2011,45.724716,
FIN,EDUADULT,TRY,WOMEN,A,2012,46.156898,
FIN,EDUADULT,TRY,WOMEN,A,2013,47.075142,
FIN,EDUADULT,TRY,WOMEN,A,2014,48.469807,
FIN,EDUADULT,TRY,WOMEN,A,2015,49.341976,
FIN,EDUADULT,TRY,WOMEN,A,2016,50.7971,
FIN,EDUADULT,TRY,WOMEN,A,2017,52.151714,
FIN,EDUADULT,TRY,WOMEN,A,2018,53.070175,
FIN,EDUADULT,TRY,WOMEN,A,2019,53.511948,
FIN,EDUADULT,TRY,WOMEN,A,2020,56.023224,
FIN,EDUADULT,UPPSRY,MEN,A,2000,42.225533,
FIN,EDUADULT,UPPSRY,MEN,A,2003,45.068195,
FIN,EDUADULT,UPPSRY,MEN,A,2004,45.821129,
FIN,EDUADULT,UPPSRY,MEN,A,2005,46.722404,
FIN,EDUADULT,UPPSRY,MEN,A,2006,47.453903,
FIN,EDUADULT,UPPSRY,MEN,A,2007,47.185406,
FIN,EDUADULT,UPPSRY,MEN,A,2008,47.730659,
FIN,EDUADULT,UPPSRY,MEN,A,2009,48.205776,
FIN,EDUADULT,UPPSRY,MEN,A,2010,48.339851,
FIN,EDUADULT,UPPSRY,MEN,A,2011,48.216892,
FIN,EDUADULT,UPPSRY,MEN,A,2012,48.991562,
FIN,EDUADULT,UPPSRY,MEN,A,2013,49.326359,
FIN,EDUADULT,UPPSRY,MEN,A,2014,48.683132,
FIN,EDUADULT,UPPSRY,MEN,A,2015,48.035625,
FIN,EDUADULT,UPPSRY,MEN,A,2016,48.827293,
FIN,EDUADULT,UPPSRY,MEN,A,2017,48.396294,
FIN,EDUADULT,UPPSRY,MEN,A,2018,48.997135,
FIN,EDUADULT,UPPSRY,MEN,A,2019,49.332397,
FIN,EDUADULT,UPPSRY,MEN,A,2020,48.979591,
FIN,EDUADULT,UPPSRY,WOMEN,A,2000,38.846569,
FIN,EDUADULT,UPPSRY,WOMEN,A,2003,40.621685,
FIN,EDUADULT,UPPSRY,WOMEN,A,2004,41.021999,
FIN,EDUADULT,UPPSRY,WOMEN,A,2005,41.551853,
FIN,EDUADULT,UPPSRY,WOMEN,A,2006,41.485794,
FIN,EDUADULT,UPPSRY,WOMEN,A,2007,41.067326,
FIN,EDUADULT,UPPSRY,WOMEN,A,2008,41.194996,
FIN,EDUADULT,UPPSRY,WOMEN,A,2009,41.145164,
FIN,EDUADULT,UPPSRY,WOMEN,A,2010,41.276569,
FIN,EDUADULT,UPPSRY,WOMEN,A,2011,40.527706,
FIN,EDUADULT,UPPSRY,WOMEN,A,2012,41.210335,
FIN,EDUADULT,UPPSRY,WOMEN,A,2013,41.292404,
FIN,EDUADULT,UPPSRY,WOMEN,A,2014,40.701469,
FIN,EDUADULT,UPPSRY,WOMEN,A,2015,40.715591,
FIN,EDUADULT,UPPSRY,WOMEN,A,2016,39.710144,
FIN,EDUADULT,UPPSRY,WOMEN,A,2017,39.095551,
FIN,EDUADULT,UPPSRY,WOMEN,A,2018,38.66959,
FIN,EDUADULT,UPPSRY,WOMEN,A,2019,39.174511,
FIN,EDUADULT,UPPSRY,WOMEN,A,2020,37.518143,
FRA,EDUADULT,TRY,MEN,A,2000,21.128117,
FRA,EDUADULT,TRY,MEN,A,2001,22.476124,
FRA,EDUADULT,TRY,MEN,A,2002,23.09079,
FRA,EDUADULT,TRY,MEN,A,2003,23.044415,
FRA,EDUADULT,TRY,MEN,A,2004,23.301405,
FRA,EDUADULT,TRY,MEN,A,2005,24.25996,
FRA,EDUADULT,TRY,MEN,A,2006,24.740557,
FRA,EDUADULT,TRY,MEN,A,2007,25.263466,
FRA,EDUADULT,TRY,MEN,A,2008,25.313351,
FRA,EDUADULT,TRY,MEN,A,2009,26.667507,
FRA,EDUADULT,TRY,MEN,A,2010,27.267246,
FRA,EDUADULT,TRY,MEN,A,2011,28.037289,
FRA,EDUADULT,TRY,MEN,A,2012,28.958441,
FRA,EDUADULT,TRY,MEN,A,2013,30.071928,
FRA,EDUADULT,TRY,MEN,A,2014,31.197784,
FRA,EDUADULT,TRY,MEN,A,2015,31.506598,
FRA,EDUADULT,TRY,MEN,A,2016,32.173527,
FRA,EDUADULT,TRY,MEN,A,2017,32.766411,
FRA,EDUADULT,TRY,MEN,A,2018,34.210983,
FRA,EDUADULT,TRY,MEN,A,2019,35.105602,
FRA,EDUADULT,TRY,MEN,A,2020,36.732967,
FRA,EDUADULT,TRY,WOMEN,A,2000,22.027519,
FRA,EDUADULT,TRY,WOMEN,A,2001,23.550108,
FRA,EDUADULT,TRY,WOMEN,A,2002,24.844231,
FRA,EDUADULT,TRY,WOMEN,A,2003,24.76334,
FRA,EDUADULT,TRY,WOMEN,A,2004,25.431391,
FRA,EDUADULT,TRY,WOMEN,A,2005,26.555849,
FRA,EDUADULT,TRY,WOMEN,A,2006,27.580599,
FRA,EDUADULT,TRY,WOMEN,A,2007,27.973269,
FRA,EDUADULT,TRY,WOMEN,A,2008,29.074776,
FRA,EDUADULT,TRY,WOMEN,A,2009,30.428736,
FRA,EDUADULT,TRY,WOMEN,A,2010,30.673267,
FRA,EDUADULT,TRY,WOMEN,A,2011,31.422382,
FRA,EDUADULT,TRY,WOMEN,A,2012,32.671661,
FRA,EDUADULT,TRY,WOMEN,A,2013,34.049885,
FRA,EDUADULT,TRY,WOMEN,A,2014,35.7752,
FRA,EDUADULT,TRY,WOMEN,A,2015,36.540623,
FRA,EDUADULT,TRY,WOMEN,A,2016,36.876068,
FRA,EDUADULT,TRY,WOMEN,A,2017,37.543358,
FRA,EDUADULT,TRY,WOMEN,A,2018,39.442608,
FRA,EDUADULT,TRY,WOMEN,A,2019,40.550228,
FRA,EDUADULT,TRY,WOMEN,A,2020,42.535744,
FRA,EDUADULT,UPPSRY,MEN,A,2000,44.02404,
FRA,EDUADULT,UPPSRY,MEN,A,2001,44.027458,
FRA,EDUADULT,UPPSRY,MEN,A,2002,44.010487,
FRA,EDUADULT,UPPSRY,MEN,A,2003,44.401928,
FRA,EDUADULT,UPPSRY,MEN,A,2004,44.507977,
FRA,EDUADULT,UPPSRY,MEN,A,2005,44.544575,
FRA,EDUADULT,UPPSRY,MEN,A,2006,44.4198,
FRA,EDUADULT,UPPSRY,MEN,A,2007,44.885273,
FRA,EDUADULT,UPPSRY,MEN,A,2008,45.464798,
FRA,EDUADULT,UPPSRY,MEN,A,2009,44.629845,
FRA,EDUADULT,UPPSRY,MEN,A,2010,44.752144,
FRA,EDUADULT,UPPSRY,MEN,A,2011,44.636353,
FRA,EDUADULT,UPPSRY,MEN,A,2012,44.39595,
FRA,EDUADULT,UPPSRY,MEN,A,2013,45.742928,
FRA,EDUADULT,UPPSRY,MEN,A,2014,47.18317,
FRA,EDUADULT,UPPSRY,MEN,A,2015,46.698593,
FRA,EDUADULT,UPPSRY,MEN,A,2016,46.547363,
FRA,EDUADULT,UPPSRY,MEN,A,2017,46.260525,
FRA,EDUADULT,UPPSRY,MEN,A,2018,45.541195,
FRA,EDUADULT,UPPSRY,MEN,A,2019,45.21743,
FRA,EDUADULT,UPPSRY,MEN,A,2020,44.542114,
FRA,EDUADULT,UPPSRY,WOMEN,A,2000,37.391422,
FRA,EDUADULT,UPPSRY,WOMEN,A,2001,37.755722,
FRA,EDUADULT,UPPSRY,WOMEN,A,2002,37.666527,
FRA,EDUADULT,UPPSRY,WOMEN,A,2003,38.303444,
FRA,EDUADULT,UPPSRY,WOMEN,A,2004,38.447258,
FRA,EDUADULT,UPPSRY,WOMEN,A,2005,38.320889,
FRA,EDUADULT,UPPSRY,WOMEN,A,2006,38.171764,
FRA,EDUADULT,UPPSRY,WOMEN,A,2007,38.879845,
FRA,EDUADULT,UPPSRY,WOMEN,A,2008,39.392376,
FRA,EDUADULT,UPPSRY,WOMEN,A,2009,38.825706,
FRA,EDUADULT,UPPSRY,WOMEN,A,2010,38.893467,
FRA,EDUADULT,UPPSRY,WOMEN,A,2011,39.178383,
FRA,EDUADULT,UPPSRY,WOMEN,A,2012,39.078506,
FRA,EDUADULT,UPPSRY,WOMEN,A,2013,39.869949,
FRA,EDUADULT,UPPSRY,WOMEN,A,2014,40.528553,
FRA,EDUADULT,UPPSRY,WOMEN,A,2015,40.351204,
FRA,EDUADULT,UPPSRY,WOMEN,A,2016,40.648956,
FRA,EDUADULT,UPPSRY,WOMEN,A,2017,40.230385,
FRA,EDUADULT,UPPSRY,WOMEN,A,2018,39.545807,
FRA,EDUADULT,UPPSRY,WOMEN,A,2019,39.997059,
FRA,EDUADULT,UPPSRY,WOMEN,A,2020,39.156013,
DEU,EDUADULT,TRY,MEN,A,2000,28.557259,
DEU,EDUADULT,TRY,MEN,A,2001,28.138994,
DEU,EDUADULT,TRY,MEN,A,2002,28.13942,
DEU,EDUADULT,TRY,MEN,A,2003,28.498774,
DEU,EDUADULT,TRY,MEN,A,2004,29.182915,
DEU,EDUADULT,TRY,MEN,A,2005,28.803308,
DEU,EDUADULT,TRY,MEN,A,2006,27.71159,
DEU,EDUADULT,TRY,MEN,A,2007,27.834398,
DEU,EDUADULT,TRY,MEN,A,2008,28.949875,
DEU,EDUADULT,TRY,MEN,A,2009,29.675966,
DEU,EDUADULT,TRY,MEN,A,2010,29.818239,
DEU,EDUADULT,TRY,MEN,A,2011,30.199104,
DEU,EDUADULT,TRY,MEN,A,2012,30.480848,
DEU,EDUADULT,TRY,MEN,A,2013,30.58095,
DEU,EDUADULT,TRY,MEN,A,2014,30.447104,
DEU,EDUADULT,TRY,MEN,A,2015,30.822794,
DEU,EDUADULT,TRY,MEN,A,2016,31.311701,
DEU,EDUADULT,TRY,MEN,A,2017,31.383993,
DEU,EDUADULT,TRY,MEN,A,2018,31.651323,
DEU,EDUADULT,TRY,MEN,A,2019,32.452259,
DEU,EDUADULT,TRY,MEN,A,2020,33.50206,
DEU,EDUADULT,TRY,WOMEN,A,2000,18.325188,
DEU,EDUADULT,TRY,WOMEN,A,2001,18.192644,
DEU,EDUADULT,TRY,WOMEN,A,2002,18.611786,
DEU,EDUADULT,TRY,WOMEN,A,2003,19.370392,
DEU,EDUADULT,TRY,WOMEN,A,2004,20.601019,
DEU,EDUADULT,TRY,WOMEN,A,2005,20.297405,
DEU,EDUADULT,TRY,WOMEN,A,2006,20.147552,
DEU,EDUADULT,TRY,WOMEN,A,2007,20.749664,
DEU,EDUADULT,TRY,WOMEN,A,2008,21.83062,
DEU,EDUADULT,TRY,WOMEN,A,2009,23.066357,
DEU,EDUADULT,TRY,WOMEN,A,2010,23.37282,
DEU,EDUADULT,TRY,WOMEN,A,2011,24.903835,
DEU,EDUADULT,TRY,WOMEN,A,2012,25.742893,
DEU,EDUADULT,TRY,WOMEN,A,2013,26.347219,
DEU,EDUADULT,TRY,WOMEN,A,2014,23.663828,
DEU,EDUADULT,TRY,WOMEN,A,2015,24.437277,
DEU,EDUADULT,TRY,WOMEN,A,2016,25.228304,
DEU,EDUADULT,TRY,WOMEN,A,2017,25.732599,
DEU,EDUADULT,TRY,WOMEN,A,2018,26.440598,
DEU,EDUADULT,TRY,WOMEN,A,2019,27.315199,
DEU,EDUADULT,TRY,WOMEN,A,2020,28.971186,
DEU,EDUADULT,UPPSRY,MEN,A,2000,57.705139,
DEU,EDUADULT,UPPSRY,MEN,A,2001,58.727386,
DEU,EDUADULT,UPPSRY,MEN,A,2002,58.94001,
DEU,EDUADULT,UPPSRY,MEN,A,2003,58.714012,
DEU,EDUADULT,UPPSRY,MEN,A,2004,58.315365,
DEU,EDUADULT,UPPSRY,MEN,A,2005,57.731133,
DEU,EDUADULT,UPPSRY,MEN,A,2006,58.771423,
DEU,EDUADULT,UPPSRY,MEN,A,2007,59.600647,
DEU,EDUADULT,UPPSRY,MEN,A,2008,59.202728,
DEU,EDUADULT,UPPSRY,MEN,A,2009,58.432209,
DEU,EDUADULT,UPPSRY,MEN,A,2010,58.465305,
DEU,EDUADULT,UPPSRY,MEN,A,2011,58.369835,
DEU,EDUADULT,UPPSRY,MEN,A,2012,58.036034,
DEU,EDUADULT,UPPSRY,MEN,A,2013,57.761517,
DEU,EDUADULT,UPPSRY,MEN,A,2014,58.296429,
DEU,EDUADULT,UPPSRY,MEN,A,2015,57.631794,
DEU,EDUADULT,UPPSRY,MEN,A,2016,56.559963,
DEU,EDUADULT,UPPSRY,MEN,A,2017,56.267902,
DEU,EDUADULT,UPPSRY,MEN,A,2018,56.017559,
DEU,EDUADULT,UPPSRY,MEN,A,2019,55.205658,
DEU,EDUADULT,UPPSRY,MEN,A,2020,53.128033,
DEU,EDUADULT,UPPSRY,WOMEN,A,2000,58.761414,
DEU,EDUADULT,UPPSRY,WOMEN,A,2001,60.060459,
DEU,EDUADULT,UPPSRY,WOMEN,A,2002,60.19413,
DEU,EDUADULT,UPPSRY,WOMEN,A,2003,60.09087,
DEU,EDUADULT,UPPSRY,WOMEN,A,2004,59.634529,
DEU,EDUADULT,UPPSRY,WOMEN,A,2005,59.378479,
DEU,EDUADULT,UPPSRY,WOMEN,A,2006,59.812206,
DEU,EDUADULT,UPPSRY,WOMEN,A,2007,60.631874,
DEU,EDUADULT,UPPSRY,WOMEN,A,2008,60.663509,
DEU,EDUADULT,UPPSRY,WOMEN,A,2009,59.762356,
DEU,EDUADULT,UPPSRY,WOMEN,A,2010,59.943279,
DEU,EDUADULT,UPPSRY,WOMEN,A,2011,59.008881,
DEU,EDUADULT,UPPSRY,WOMEN,A,2012,58.323814,
DEU,EDUADULT,UPPSRY,WOMEN,A,2013,57.934292,
DEU,EDUADULT,UPPSRY,WOMEN,A,2014,61.396847,
DEU,EDUADULT,UPPSRY,WOMEN,A,2015,60.682072,
DEU,EDUADULT,UPPSRY,WOMEN,A,2016,59.832939,
DEU,EDUADULT,UPPSRY,WOMEN,A,2017,59.638489,
DEU,EDUADULT,UPPSRY,WOMEN,A,2018,59.226143,
DEU,EDUADULT,UPPSRY,WOMEN,A,2019,58.459927,
DEU,EDUADULT,UPPSRY,WOMEN,A,2020,56.600643,
GRC,EDUADULT,TRY,MEN,A,2000,19.689165,
GRC,EDUADULT,TRY,MEN,A,2001,19.751606,
GRC,EDUADULT,TRY,MEN,A,2002,20.260656,
GRC,EDUADULT,TRY,MEN,A,2003,20.686693,
GRC,EDUADULT,TRY,MEN,A,2004,22.874361,
GRC,EDUADULT,TRY,MEN,A,2005,22.647758,
GRC,EDUADULT,TRY,MEN,A,2006,23.567255,
GRC,EDUADULT,TRY,MEN,A,2007,24.120693,
GRC,EDUADULT,TRY,MEN,A,2008,24.248762,
GRC,EDUADULT,TRY,MEN,A,2009,24.01519,
GRC,EDUADULT,TRY,MEN,A,2010,24.945505,
GRC,EDUADULT,TRY,MEN,A,2011,26.24349,
GRC,EDUADULT,TRY,MEN,A,2012,26.705133,
GRC,EDUADULT,TRY,MEN,A,2013,27.32473,
GRC,EDUADULT,TRY,MEN,A,2014,27.690657,
GRC,EDUADULT,TRY,MEN,A,2015,28.011593,
GRC,EDUADULT,TRY,MEN,A,2016,28.513227,
GRC,EDUADULT,TRY,MEN,A,2017,29.305016,
GRC,EDUADULT,TRY,MEN,A,2018,30.345835,
GRC,EDUADULT,TRY,MEN,A,2019,30.177259,
GRC,EDUADULT,TRY,MEN,A,2020,30.939407,
GRC,EDUADULT,TRY,WOMEN,A,2000,15.715105,
GRC,EDUADULT,TRY,WOMEN,A,2001,16.416426,
GRC,EDUADULT,TRY,WOMEN,A,2002,17.347368,
GRC,EDUADULT,TRY,WOMEN,A,2003,17.931763,
GRC,EDUADULT,TRY,WOMEN,A,2004,19.71912,
GRC,EDUADULT,TRY,WOMEN,A,2005,20.311262,
GRC,EDUADULT,TRY,WOMEN,A,2006,21.305334,
GRC,EDUADULT,TRY,WOMEN,A,2007,21.682127,
GRC,EDUADULT,TRY,WOMEN,A,2008,22.832247,
GRC,EDUADULT,TRY,WOMEN,A,2009,23.30374,
GRC,EDUADULT,TRY,WOMEN,A,2010,24.547791,
GRC,EDUADULT,TRY,WOMEN,A,2011,25.98332,
GRC,EDUADULT,TRY,WOMEN,A,2012,26.733065,
GRC,EDUADULT,TRY,WOMEN,A,2013,27.519138,
GRC,EDUADULT,TRY,WOMEN,A,2014,28.51054,
GRC,EDUADULT,TRY,WOMEN,A,2015,30.0784,
GRC,EDUADULT,TRY,WOMEN,A,2016,31.91032,
GRC,EDUADULT,TRY,WOMEN,A,2017,32.712036,
GRC,EDUADULT,TRY,WOMEN,A,2018,33.103279,
GRC,EDUADULT,TRY,WOMEN,A,2019,33.565025,
GRC,EDUADULT,TRY,WOMEN,A,2020,34.508327,
GRC,EDUADULT,UPPSRY,MEN,A,2000,29.88419,
GRC,EDUADULT,UPPSRY,MEN,A,2001,30.467009,
GRC,EDUADULT,UPPSRY,MEN,A,2002,31.308083,
GRC,EDUADULT,UPPSRY,MEN,A,2003,32.4478,
GRC,EDUADULT,UPPSRY,MEN,A,2004,33.214123,
GRC,EDUADULT,UPPSRY,MEN,A,2005,34.12854,
GRC,EDUADULT,UPPSRY,MEN,A,2006,34.879921,
GRC,EDUADULT,UPPSRY,MEN,A,2007,34.87941,
GRC,EDUADULT,UPPSRY,MEN,A,2008,35.793388,
GRC,EDUADULT,UPPSRY,MEN,A,2009,35.941803,
GRC,EDUADULT,UPPSRY,MEN,A,2010,35.966927,
GRC,EDUADULT,UPPSRY,MEN,A,2011,36.532429,
GRC,EDUADULT,UPPSRY,MEN,A,2012,37.407097,
GRC,EDUADULT,UPPSRY,MEN,A,2013,38.350273,
GRC,EDUADULT,UPPSRY,MEN,A,2014,39.048546,
GRC,EDUADULT,UPPSRY,MEN,A,2015,40.397408,
GRC,EDUADULT,UPPSRY,MEN,A,2016,41.525116,
GRC,EDUADULT,UPPSRY,MEN,A,2017,42.195286,
GRC,EDUADULT,UPPSRY,MEN,A,2018,42.075829,
GRC,EDUADULT,UPPSRY,MEN,A,2019,42.288982,
GRC,EDUADULT,UPPSRY,MEN,A,2020,44.110073,
GRC,EDUADULT,UPPSRY,WOMEN,A,2000,33.295288,
GRC,EDUADULT,UPPSRY,WOMEN,A,2001,33.823517,
GRC,EDUADULT,UPPSRY,WOMEN,A,2002,34.76244,
GRC,EDUADULT,UPPSRY,WOMEN,A,2003,36.023159,
GRC,EDUADULT,UPPSRY,WOMEN,A,2004,37.484692,
GRC,EDUADULT,UPPSRY,WOMEN,A,2005,38.328201,
GRC,EDUADULT,UPPSRY,WOMEN,A,2006,38.730911,
GRC,EDUADULT,UPPSRY,WOMEN,A,2007,39.458729,
GRC,EDUADULT,UPPSRY,WOMEN,A,2008,39.722206,
GRC,EDUADULT,UPPSRY,WOMEN,A,2009,39.705212,
GRC,EDUADULT,UPPSRY,WOMEN,A,2010,39.979736,
GRC,EDUADULT,UPPSRY,WOMEN,A,2011,40.314236,
GRC,EDUADULT,UPPSRY,WOMEN,A,2012,40.680149,
GRC,EDUADULT,UPPSRY,WOMEN,A,2013,41.157101,
GRC,EDUADULT,UPPSRY,WOMEN,A,2014,41.245655,
GRC,EDUADULT,UPPSRY,WOMEN,A,2015,41.909142,
GRC,EDUADULT,UPPSRY,WOMEN,A,2016,41.314632,
GRC,EDUADULT,UPPSRY,WOMEN,A,2017,41.17979,
GRC,EDUADULT,UPPSRY,WOMEN,A,2018,41.193134,
GRC,EDUADULT,UPPSRY,WOMEN,A,2019,41.848072,
GRC,EDUADULT,UPPSRY,WOMEN,A,2020,43.204212,
HUN,EDUADULT,TRY,MEN,A,2000,13.708835,
HUN,EDUADULT,TRY,MEN,A,2001,13.508534,
HUN,EDUADULT,TRY,MEN,A,2002,13.814663,
HUN,EDUADULT,TRY,MEN,A,2003,14.853356,
HUN,EDUADULT,TRY,MEN,A,2004,15.913669,
HUN,EDUADULT,TRY,MEN,A,2005,15.858085,
HUN,EDUADULT,TRY,MEN,A,2006,16.292395,
HUN,EDUADULT,TRY,MEN,A,2007,16.442116,
HUN,EDUADULT,TRY,MEN,A,2008,17.300709,
HUN,EDUADULT,TRY,MEN,A,2009,17.471045,
HUN,EDUADULT,TRY,MEN,A,2010,17.631626,
HUN,EDUADULT,TRY,MEN,A,2011,18.672935,
HUN,EDUADULT,TRY,MEN,A,2012,19.088211,
HUN,EDUADULT,TRY,MEN,A,2013,19.357929,
HUN,EDUADULT,TRY,MEN,A,2014,20.240128,
HUN,EDUADULT,TRY,MEN,A,2015,21.039064,
HUN,EDUADULT,TRY,MEN,A,2016,20.482416,
HUN,EDUADULT,TRY,MEN,A,2017,21.013105,
HUN,EDUADULT,TRY,MEN,A,2018,21.622774,
HUN,EDUADULT,TRY,MEN,A,2019,21.608421,
HUN,EDUADULT,TRY,MEN,A,2020,23.023033,
HUN,EDUADULT,TRY,WOMEN,A,2000,14.352439,
HUN,EDUADULT,TRY,WOMEN,A,2001,14.429396,
HUN,EDUADULT,TRY,WOMEN,A,2002,14.5824,
HUN,EDUADULT,TRY,WOMEN,A,2003,15.942147,
HUN,EDUADULT,TRY,WOMEN,A,2004,17.531971,
HUN,EDUADULT,TRY,WOMEN,A,2005,18.237226,
HUN,EDUADULT,TRY,WOMEN,A,2006,19.022438,
HUN,EDUADULT,TRY,WOMEN,A,2007,19.560244,
HUN,EDUADULT,TRY,WOMEN,A,2008,20.988491,
HUN,EDUADULT,TRY,WOMEN,A,2009,22.124817,
HUN,EDUADULT,TRY,WOMEN,A,2010,22.49086,
HUN,EDUADULT,TRY,WOMEN,A,2011,23.469839,
HUN,EDUADULT,TRY,WOMEN,A,2012,24.860256,
HUN,EDUADULT,TRY,WOMEN,A,2013,25.501186,
HUN,EDUADULT,TRY,WOMEN,A,2014,26.337843,
HUN,EDUADULT,TRY,WOMEN,A,2015,27.318335,
HUN,EDUADULT,TRY,WOMEN,A,2016,26.829664,
HUN,EDUADULT,TRY,WOMEN,A,2017,26.998577,
HUN,EDUADULT,TRY,WOMEN,A,2018,28.486479,
HUN,EDUADULT,TRY,WOMEN,A,2019,30.266064,
HUN,EDUADULT,TRY,WOMEN,A,2020,31.325165,
HUN,EDUADULT,UPPSRY,MEN,A,2000,60.331306,
HUN,EDUADULT,UPPSRY,MEN,A,2001,61.135246,
HUN,EDUADULT,UPPSRY,MEN,A,2002,62.355549,
