LOCATION,INDICATOR,SUBJECT,ASAB,FREQUENCY,TIME,Value,Flag Codes
HUN,EDUADULT,UPPSRY,MEN,A,2003,63.294292,
HUN,EDUADULT,UPPSRY,MEN,A,2004,63.486134,
HUN,EDUADULT,UPPSRY,MEN,A,2005,64.455643,
HUN,EDUADULT,UPPSRY,MEN,A,2006,65.433952,
HUN,EDUADULT,UPPSRY,MEN,A,2007,66.431694,
HUN,EDUADULT,UPPSRY,MEN,A,2008,65.865936,
HUN,EDUADULT,UPPSRY,MEN,A,2009,66.364792,
HUN,EDUADULT,UPPSRY,MEN,A,2010,66.698441,
HUN,EDUADULT,UPPSRY,MEN,A,2011,65.950653,
HUN,EDUADULT,UPPSRY,MEN,A,2012,65.619118,
HUN,EDUADULT,UPPSRY,MEN,A,2013,65.61586,
HUN,EDUADULT,UPPSRY,MEN,A,2014,64.909737,
HUN,EDUADULT,UPPSRY,MEN,A,2015,63.866844,
HUN,EDUADULT,UPPSRY,MEN,A,2016,64.722328,
HUN,EDUADULT,UPPSRY,MEN,A,2017,64.980949,
HUN,EDUADULT,UPPSRY,MEN,A,2018,64.807388,
HUN,EDUADULT,UPPSRY,MEN,A,2019,64.737663,
HUN,EDUADULT,UPPSRY,MEN,A,2020,63.895607,
HUN,EDUADULT,UPPSRY,WOMEN,A,2000,50.368622,
HUN,EDUADULT,UPPSRY,WOMEN,A,2001,51.261436,
HUN,EDUADULT,UPPSRY,WOMEN,A,2002,52.406593,
HUN,EDUADULT,UPPSRY,WOMEN,A,2003,54.318993,
HUN,EDUADULT,UPPSRY,WOMEN,A,2004,54.019844,
HUN,EDUADULT,UPPSRY,WOMEN,A,2005,54.46146,
HUN,EDUADULT,UPPSRY,WOMEN,A,2006,55.614426,
HUN,EDUADULT,UPPSRY,WOMEN,A,2007,56.194862,
HUN,EDUADULT,UPPSRY,WOMEN,A,2008,55.446201,
HUN,EDUADULT,UPPSRY,WOMEN,A,2009,55.363083,
HUN,EDUADULT,UPPSRY,WOMEN,A,2010,55.911804,
HUN,EDUADULT,UPPSRY,WOMEN,A,2011,55.564846,
HUN,EDUADULT,UPPSRY,WOMEN,A,2012,54.799419,
HUN,EDUADULT,UPPSRY,WOMEN,A,2013,54.63343,
HUN,EDUADULT,UPPSRY,WOMEN,A,2014,54.7896,
HUN,EDUADULT,UPPSRY,WOMEN,A,2015,54.276981,
HUN,EDUADULT,UPPSRY,WOMEN,A,2016,54.755527,
HUN,EDUADULT,UPPSRY,WOMEN,A,2017,55.122253,
HUN,EDUADULT,UPPSRY,WOMEN,A,2018,54.848988,
HUN,EDUADULT,UPPSRY,WOMEN,A,2019,53.362923,
HUN,EDUADULT,UPPSRY,WOMEN,A,2020,52.921982,
ISL,EDUADULT,TRY,MEN,A,2003,25.557198,
ISL,EDUADULT,TRY,MEN,A,2004,26.168198,
ISL,EDUADULT,TRY,MEN,A,2005,26.831276,
ISL,EDUADULT,TRY,MEN,A,2006,26.779726,
ISL,EDUADULT,TRY,MEN,A,2007,28.104771,
ISL,EDUADULT,TRY,MEN,A,2008,28.676628,
ISL,EDUADULT,TRY,MEN,A,2009,29.253628,
ISL,EDUADULT,TRY,MEN,A,2010,26.266424,
ISL,EDUADULT,TRY,MEN,A,2011,27.042839,
ISL,EDUADULT,TRY,MEN,A,2012,28.174547,
ISL,EDUADULT,TRY,MEN,A,2013,28.227959,
ISL,EDUADULT,TRY,MEN,A,2014,29.645905,
ISL,EDUADULT,TRY,MEN,A,2015,29.880569,
ISL,EDUADULT,TRY,MEN,A,2016,30.602186,
ISL,EDUADULT,TRY,MEN,A,2017,31.717388,
ISL,EDUADULT,TRY,MEN,A,2018,32.074547,
ISL,EDUADULT,TRY,MEN,A,2019,33.440773,
ISL,EDUADULT,TRY,MEN,A,2020,34.268604,
ISL,EDUADULT,TRY,WOMEN,A,2003,30.194607,
ISL,EDUADULT,TRY,WOMEN,A,2004,29.742111,
ISL,EDUADULT,TRY,WOMEN,A,2005,32.168613,
ISL,EDUADULT,TRY,WOMEN,A,2006,34.301445,
ISL,EDUADULT,TRY,WOMEN,A,2007,33.744808,
ISL,EDUADULT,TRY,WOMEN,A,2008,34.75301,
ISL,EDUADULT,TRY,WOMEN,A,2009,36.736088,
ISL,EDUADULT,TRY,WOMEN,A,2010,36.472233,
ISL,EDUADULT,TRY,WOMEN,A,2011,38.29557,
ISL,EDUADULT,TRY,WOMEN,A,2012,39.662426,
ISL,EDUADULT,TRY,WOMEN,A,2013,40.372688,
ISL,EDUADULT,TRY,WOMEN,A,2014,41.615498,
ISL,EDUADULT,TRY,WOMEN,A,2015,44.150318,
ISL,EDUADULT,TRY,WOMEN,A,2016,45.789558,
ISL,EDUADULT,TRY,WOMEN,A,2017,46.737587,
ISL,EDUADULT,TRY,WOMEN,A,2018,49.068707,
ISL,EDUADULT,TRY,WOMEN,A,2019,49.074215,
ISL,EDUADULT,TRY,WOMEN,A,2020,47.555538,
ISL,EDUADULT,UPPSRY,MEN,A,2003,46.436745,
ISL,EDUADULT,UPPSRY,MEN,A,2004,47.38166,
ISL,EDUADULT,UPPSRY,MEN,A,2005,47.241859,
ISL,EDUADULT,UPPSRY,MEN,A,2006,45.894047,
ISL,EDUADULT,UPPSRY,MEN,A,2007,44.822617,
ISL,EDUADULT,UPPSRY,MEN,A,2008,43.46096,
ISL,EDUADULT,UPPSRY,MEN,A,2009,42.874901,
ISL,EDUADULT,UPPSRY,MEN,A,2010,44.930584,
ISL,EDUADULT,UPPSRY,MEN,A,2011,45.184113,
ISL,EDUADULT,UPPSRY,MEN,A,2012,43.451515,
ISL,EDUADULT,UPPSRY,MEN,A,2013,44.696407,
ISL,EDUADULT,UPPSRY,MEN,A,2014,43.027927,
ISL,EDUADULT,UPPSRY,MEN,A,2015,43.638397,
ISL,EDUADULT,UPPSRY,MEN,A,2016,45.597427,
ISL,EDUADULT,UPPSRY,MEN,A,2017,42.871372,
ISL,EDUADULT,UPPSRY,MEN,A,2018,41.857006,
ISL,EDUADULT,UPPSRY,MEN,A,2019,40.531944,
ISL,EDUADULT,UPPSRY,MEN,A,2020,39.885548,
ISL,EDUADULT,UPPSRY,WOMEN,A,2003,29.210251,
ISL,EDUADULT,UPPSRY,WOMEN,A,2004,29.326857,
ISL,EDUADULT,UPPSRY,WOMEN,A,2005,29.978704,
ISL,EDUADULT,UPPSRY,WOMEN,A,2006,30.102655,
ISL,EDUADULT,UPPSRY,WOMEN,A,2007,31.356173,
ISL,EDUADULT,UPPSRY,WOMEN,A,2008,30.968821,
ISL,EDUADULT,UPPSRY,WOMEN,A,2009,31.021173,
ISL,EDUADULT,UPPSRY,WOMEN,A,2010,30.572073,
ISL,EDUADULT,UPPSRY,WOMEN,A,2011,28.695332,
ISL,EDUADULT,UPPSRY,WOMEN,A,2012,27.566292,
ISL,EDUADULT,UPPSRY,WOMEN,A,2013,27.773439,
ISL,EDUADULT,UPPSRY,WOMEN,A,2014,28.739893,
ISL,EDUADULT,UPPSRY,WOMEN,A,2015,29.163904,
ISL,EDUADULT,UPPSRY,WOMEN,A,2016,31.232513,
ISL,EDUADULT,UPPSRY,WOMEN,A,2017,28.269289,
ISL,EDUADULT,UPPSRY,WOMEN,A,2018,28.194933,
ISL,EDUADULT,UPPSRY,WOMEN,A,2019,28.992723,
ISL,EDUADULT,UPPSRY,WOMEN,A,2020,30.26265,
IRL,EDUADULT,TRY,MEN,A,2000,21.394621,
IRL,EDUADULT,TRY,MEN,A,2001,23.044838,
IRL,EDUADULT,TRY,MEN,A,2002,23.946341,
IRL,EDUADULT,TRY,MEN,A,2003,25.761391,
IRL,EDUADULT,TRY,MEN,A,2004,26.917305,
IRL,EDUADULT,TRY,MEN,A,2005,27.55798,
IRL,EDUADULT,TRY,MEN,A,2006,28.674448,
IRL,EDUADULT,TRY,MEN,A,2007,29.777639,
IRL,EDUADULT,TRY,MEN,A,2008,30.996067,
IRL,EDUADULT,TRY,MEN,A,2009,32.987625,
IRL,EDUADULT,TRY,MEN,A,2010,34.375969,
IRL,EDUADULT,TRY,MEN,A,2011,34.86573,
IRL,EDUADULT,TRY,MEN,A,2012,36.214603,
IRL,EDUADULT,TRY,MEN,A,2013,37.618668,
IRL,EDUADULT,TRY,MEN,A,2014,37.234863,
IRL,EDUADULT,TRY,MEN,A,2015,38.907608,
IRL,EDUADULT,TRY,MEN,A,2016,40.381546,
IRL,EDUADULT,TRY,MEN,A,2017,42.223335,
IRL,EDUADULT,TRY,MEN,A,2018,43.093826,
IRL,EDUADULT,TRY,MEN,A,2019,43.519436,
IRL,EDUADULT,TRY,MEN,A,2020,46.339973,
IRL,EDUADULT,TRY,WOMEN,A,2000,21.831142,
IRL,EDUADULT,TRY,WOMEN,A,2001,24.108467,
IRL,EDUADULT,TRY,WOMEN,A,2002,25.679022,
IRL,EDUADULT,TRY,WOMEN,A,2003,26.85405,
IRL,EDUADULT,TRY,WOMEN,A,2004,28.722975,
IRL,EDUADULT,TRY,WOMEN,A,2005,30.596048,
IRL,EDUADULT,TRY,WOMEN,A,2006,33.539158,
IRL,EDUADULT,TRY,WOMEN,A,2007,35.029663,
IRL,EDUADULT,TRY,WOMEN,A,2008,36.824852,
IRL,EDUADULT,TRY,WOMEN,A,2009,38.652878,
IRL,EDUADULT,TRY,WOMEN,A,2010,40.753574,
IRL,EDUADULT,TRY,WOMEN,A,2011,41.405052,
IRL,EDUADULT,TRY,WOMEN,A,2012,43.099594,
IRL,EDUADULT,TRY,WOMEN,A,2013,45.214443,
IRL,EDUADULT,TRY,WOMEN,A,2014,44.563564,
IRL,EDUADULT,TRY,WOMEN,A,2015,46.547295,
IRL,EDUADULT,TRY,WOMEN,A,2016,49.641514,
IRL,EDUADULT,TRY,WOMEN,A,2017,48.972515,
IRL,EDUADULT,TRY,WOMEN,A,2018,50.639732,
IRL,EDUADULT,TRY,WOMEN,A,2019,50.969276,
IRL,EDUADULT,TRY,WOMEN,A,2020,53.423771,
IRL,EDUADULT,UPPSRY,MEN,A,2000,33.547543,
IRL,EDUADULT,UPPSRY,MEN,A,2001,30.251707,
IRL,EDUADULT,UPPSRY,MEN,A,2002,33.622456,
IRL,EDUADULT,UPPSRY,MEN,A,2003,33.172462,
IRL,EDUADULT,UPPSRY,MEN,A,2004,32.86834,
IRL,EDUADULT,UPPSRY,MEN,A,2005,34.010746,
IRL,EDUADULT,UPPSRY,MEN,A,2006,34.486046,
IRL,EDUADULT,UPPSRY,MEN,A,2007,34.726597,
IRL,EDUADULT,UPPSRY,MEN,A,2008,35.072479,
IRL,EDUADULT,UPPSRY,MEN,A,2009,35.043652,
IRL,EDUADULT,UPPSRY,MEN,A,2010,35.446854,
IRL,EDUADULT,UPPSRY,MEN,A,2011,35.78389,
IRL,EDUADULT,UPPSRY,MEN,A,2012,35.581688,
IRL,EDUADULT,UPPSRY,MEN,A,2013,36.249138,
IRL,EDUADULT,UPPSRY,MEN,A,2014,38.475346,
IRL,EDUADULT,UPPSRY,MEN,A,2015,38.068134,
IRL,EDUADULT,UPPSRY,MEN,A,2016,38.30658,
IRL,EDUADULT,UPPSRY,MEN,A,2017,36.631069,
IRL,EDUADULT,UPPSRY,MEN,A,2018,37.074486,
IRL,EDUADULT,UPPSRY,MEN,A,2019,37.466496,
IRL,EDUADULT,UPPSRY,MEN,A,2020,36.538029,
IRL,EDUADULT,UPPSRY,WOMEN,A,2000,37.810265,
IRL,EDUADULT,UPPSRY,WOMEN,A,2001,33.1222,
IRL,EDUADULT,UPPSRY,WOMEN,A,2002,36.734119,
IRL,EDUADULT,UPPSRY,WOMEN,A,2003,37.610016,
IRL,EDUADULT,UPPSRY,WOMEN,A,2004,37.169434,
IRL,EDUADULT,UPPSRY,WOMEN,A,2005,36.912651,
IRL,EDUADULT,UPPSRY,WOMEN,A,2006,36.017651,
IRL,EDUADULT,UPPSRY,WOMEN,A,2007,35.95192,
IRL,EDUADULT,UPPSRY,WOMEN,A,2008,36.031609,
IRL,EDUADULT,UPPSRY,WOMEN,A,2009,35.64711,
IRL,EDUADULT,UPPSRY,WOMEN,A,2010,34.937729,
IRL,EDUADULT,UPPSRY,WOMEN,A,2011,35.165924,
IRL,EDUADULT,UPPSRY,WOMEN,A,2012,34.303467,
IRL,EDUADULT,UPPSRY,WOMEN,A,2013,34.289505,
IRL,EDUADULT,UPPSRY,WOMEN,A,2014,37.238861,
IRL,EDUADULT,UPPSRY,WOMEN,A,2015,35.997128,
IRL,EDUADULT,UPPSRY,WOMEN,A,2016,34.922569,
IRL,EDUADULT,UPPSRY,WOMEN,A,2017,36.072002,
IRL,EDUADULT,UPPSRY,WOMEN,A,2018,35.434101,
IRL,EDUADULT,UPPSRY,WOMEN,A,2019,35.270782,
IRL,EDUADULT,UPPSRY,WOMEN,A,2020,34.593945,
ITA,EDUADULT,TRY,MEN,A,2000,9.6920595,
ITA,EDUADULT,TRY,MEN,A,2001,10.217789,
ITA,EDUADULT,TRY,MEN,A,2002,10.490117,
ITA,EDUADULT,TRY,MEN,A,2003,10.457656,
ITA,EDUADULT,TRY,MEN,A,2004,11.086323,
ITA,EDUADULT,TRY,MEN,A,2005,11.61266,
ITA,EDUADULT,TRY,MEN,A,2006,12.059491,
ITA,EDUADULT,TRY,MEN,A,2007,12.469914,
ITA,EDUADULT,TRY,MEN,A,2008,12.992508,
ITA,EDUADULT,TRY,MEN,A,2009,13.014586,
ITA,EDUADULT,TRY,MEN,A,2010,13.249471,
ITA,EDUADULT,TRY,MEN,A,2011,13.394026,
ITA,EDUADULT,TRY,MEN,A,2012,13.924894,
ITA,EDUADULT,TRY,MEN,A,2013,14.428825,
ITA,EDUADULT,TRY,MEN,A,2014,14.910445,
ITA,EDUADULT,TRY,MEN,A,2015,15.262836,
ITA,EDUADULT,TRY,MEN,A,2016,15.286468,
ITA,EDUADULT,TRY,MEN,A,2017,15.805677,
ITA,EDUADULT,TRY,MEN,A,2018,16.485533,
ITA,EDUADULT,TRY,MEN,A,2019,16.759705,
ITA,EDUADULT,TRY,MEN,A,2020,17.197281,
ITA,EDUADULT,TRY,WOMEN,A,2000,9.0649252,
ITA,EDUADULT,TRY,WOMEN,A,2001,9.881321,
ITA,EDUADULT,TRY,WOMEN,A,2002,10.246637,
ITA,EDUADULT,TRY,WOMEN,A,2003,10.462543,
ITA,EDUADULT,TRY,WOMEN,A,2004,12.093648,
ITA,EDUADULT,TRY,WOMEN,A,2005,12.830312,
ITA,EDUADULT,TRY,WOMEN,A,2006,13.678071,
ITA,EDUADULT,TRY,WOMEN,A,2007,14.676938,
ITA,EDUADULT,TRY,WOMEN,A,2008,15.708399,
ITA,EDUADULT,TRY,WOMEN,A,2009,15.989163,
ITA,EDUADULT,TRY,WOMEN,A,2010,16.332973,
ITA,EDUADULT,TRY,WOMEN,A,2011,16.449827,
ITA,EDUADULT,TRY,WOMEN,A,2012,17.459343,
ITA,EDUADULT,TRY,WOMEN,A,2013,18.117186,
ITA,EDUADULT,TRY,WOMEN,A,2014,18.865322,
ITA,EDUADULT,TRY,WOMEN,A,2015,19.778906,
ITA,EDUADULT,TRY,WOMEN,A,2016,20.106771,
ITA,EDUADULT,TRY,WOMEN,A,2017,21.47291,
ITA,EDUADULT,TRY,WOMEN,A,2018,22.10359,
ITA,EDUADULT,TRY,WOMEN,A,2019,22.444851,
ITA,EDUADULT,TRY,WOMEN,A,2020,23.014601,
ITA,EDUADULT,UPPSRY,MEN,A,2000,33.326,
ITA,EDUADULT,UPPSRY,MEN,A,2001,33.776081,
ITA,EDUADULT,UPPSRY,MEN,A,2002,34.578289,
ITA,EDUADULT,UPPSRY,MEN,A,2003,38.484848,
ITA,EDUADULT,UPPSRY,MEN,A,2004,37.548149,
ITA,EDUADULT,UPPSRY,MEN,A,2005,38.333851,
ITA,EDUADULT,UPPSRY,MEN,A,2006,38.853615,
ITA,EDUADULT,UPPSRY,MEN,A,2007,39.150303,
ITA,EDUADULT,UPPSRY,MEN,A,2008,39.36631,
ITA,EDUADULT,UPPSRY,MEN,A,2009,40.527149,
ITA,EDUADULT,UPPSRY,MEN,A,2010,41.078224,
ITA,EDUADULT,UPPSRY,MEN,A,2011,41.410023,
ITA,EDUADULT,UPPSRY,MEN,A,2012,41.747227,
ITA,EDUADULT,UPPSRY,MEN,A,2013,42.187504,
ITA,EDUADULT,UPPSRY,MEN,A,2014,42.68565,
ITA,EDUADULT,UPPSRY,MEN,A,2015,42.707825,
ITA,EDUADULT,UPPSRY,MEN,A,2016,42.792294,
ITA,EDUADULT,UPPSRY,MEN,A,2017,42.959179,
ITA,EDUADULT,UPPSRY,MEN,A,2018,43.170307,
ITA,EDUADULT,UPPSRY,MEN,A,2019,43.0522,
ITA,EDUADULT,UPPSRY,MEN,A,2020,43.339577,
ITA,EDUADULT,UPPSRY,WOMEN,A,2000,32.152428,
ITA,EDUADULT,UPPSRY,WOMEN,A,2001,32.679893,
ITA,EDUADULT,UPPSRY,WOMEN,A,2002,33.414097,
ITA,EDUADULT,UPPSRY,WOMEN,A,2003,37.425522,
ITA,EDUADULT,UPPSRY,WOMEN,A,2004,36.471115,
ITA,EDUADULT,UPPSRY,WOMEN,A,2005,37.39407,
ITA,EDUADULT,UPPSRY,WOMEN,A,2006,37.983643,
ITA,EDUADULT,UPPSRY,WOMEN,A,2007,38.296501,
ITA,EDUADULT,UPPSRY,WOMEN,A,2008,38.548084,
ITA,EDUADULT,UPPSRY,WOMEN,A,2009,39.062401,
ITA,EDUADULT,UPPSRY,WOMEN,A,2010,39.675659,
ITA,EDUADULT,UPPSRY,WOMEN,A,2011,40.781681,
ITA,EDUADULT,UPPSRY,WOMEN,A,2012,41.314072,
ITA,EDUADULT,UPPSRY,WOMEN,A,2013,41.552197,
ITA,EDUADULT,UPPSRY,WOMEN,A,2014,42.113319,
ITA,EDUADULT,UPPSRY,WOMEN,A,2015,41.989841,
ITA,EDUADULT,UPPSRY,WOMEN,A,2016,42.055065,
ITA,EDUADULT,UPPSRY,WOMEN,A,2017,41.547642,
ITA,EDUADULT,UPPSRY,WOMEN,A,2018,41.692581,
ITA,EDUADULT,UPPSRY,WOMEN,A,2019,42.018707,
ITA,EDUADULT,UPPSRY,WOMEN,A,2020,42.124828,
JPN,EDUADULT,TRY,MEN,A,2000,36.614853,
JPN,EDUADULT,TRY,MEN,A,2001,36.536247,
JPN,EDUADULT,TRY,MEN,A,2002,38.774326,
JPN,EDUADULT,TRY,MEN,A,2003,39.377182,
JPN,EDUADULT,TRY,MEN,A,2004,40.590618,
JPN,EDUADULT,TRY,MEN,A,2005,41.445644,
JPN,EDUADULT,TRY,MEN,A,2006,41.926929,
JPN,EDUADULT,TRY,MEN,A,2007,42.311111,
JPN,EDUADULT,TRY,MEN,A,2008,43.895176,
JPN,EDUADULT,TRY,MEN,A,2009,44.717152,
JPN,EDUADULT,TRY,MEN,A,2010,45.498199,
JPN,EDUADULT,TRY,MEN,A,2011,46.807171,
JPN,EDUADULT,TRY,MEN,A,2012,46.759121,
JPN,EDUADULT,TRY,MEN,A,2013,47.522934,
JPN,EDUADULT,TRY,MEN,A,2014,48.136646,
JPN,EDUADULT,TRY,MEN,A,2015,49.558918,
JPN,EDUADULT,TRY,MEN,A,2016,50.335358,
JPN,EDUADULT,TRY,MEN,A,2017,50.736706,
JPN,EDUADULT,TRY,MEN,A,2018,51.028938,
JPN,EDUADULT,TRY,MEN,A,2019,51.473923,
JPN,EDUADULT,TRY,WOMEN,A,2000,30.635012,
JPN,EDUADULT,TRY,WOMEN,A,2001,31.749212,
JPN,EDUADULT,TRY,WOMEN,A,2002,34.391228,
JPN,EDUADULT,TRY,WOMEN,A,2003,35.481075,
JPN,EDUADULT,TRY,WOMEN,A,2004,36.810345,
JPN,EDUADULT,TRY,WOMEN,A,2005,38.443737,
JPN,EDUADULT,TRY,WOMEN,A,2006,39.00938,
JPN,EDUADULT,TRY,WOMEN,A,2007,39.739414,
JPN,EDUADULT,TRY,WOMEN,A,2008,41.7906,
JPN,EDUADULT,TRY,WOMEN,A,2009,42.810066,
JPN,EDUADULT,TRY,WOMEN,A,2010,44.1203,
JPN,EDUADULT,TRY,WOMEN,A,2011,45.922207,
JPN,EDUADULT,TRY,WOMEN,A,2012,46.479298,
JPN,EDUADULT,TRY,WOMEN,A,2013,47.100338,
JPN,EDUADULT,TRY,WOMEN,A,2014,48.233822,
JPN,EDUADULT,TRY,WOMEN,A,2015,49.524113,
JPN,EDUADULT,TRY,WOMEN,A,2016,50.659801,
JPN,EDUADULT,TRY,WOMEN,A,2017,52.151409,
JPN,EDUADULT,TRY,WOMEN,A,2018,52.841282,
JPN,EDUADULT,TRY,WOMEN,A,2019,53.901878,
KOR,EDUADULT,TRY,MEN,A,2000,29.790934,
KOR,EDUADULT,TRY,MEN,A,2001,30.529858,
KOR,EDUADULT,TRY,MEN,A,2002,31.470819,
KOR,EDUADULT,TRY,MEN,A,2003,35.194664,
KOR,EDUADULT,TRY,MEN,A,2004,36.074284,
KOR,EDUADULT,TRY,MEN,A,2005,36.917732,
KOR,EDUADULT,TRY,MEN,A,2006,38.023815,
KOR,EDUADULT,TRY,MEN,A,2007,39.614937,
KOR,EDUADULT,TRY,MEN,A,2008,41.292423,
KOR,EDUADULT,TRY,MEN,A,2009,43.049057,
KOR,EDUADULT,TRY,MEN,A,2010,43.178467,
KOR,EDUADULT,TRY,MEN,A,2011,44.78149,
KOR,EDUADULT,TRY,MEN,A,2012,45.902386,
KOR,EDUADULT,TRY,MEN,A,2013,47.098541,
KOR,EDUADULT,TRY,MEN,A,2014,48.338402,
KOR,EDUADULT,TRY,MEN,A,2015,49.042599,
KOR,EDUADULT,TRY,MEN,A,2016,50.185818,
KOR,EDUADULT,TRY,MEN,A,2017,50.974545,
KOR,EDUADULT,TRY,MEN,A,2018,51.760632,
KOR,EDUADULT,TRY,MEN,A,2019,52.340191,
KOR,EDUADULT,TRY,MEN,A,2020,52.80695,
KOR,EDUADULT,TRY,WOMEN,A,2000,17.841333,
KOR,EDUADULT,TRY,WOMEN,A,2001,19.03673,
KOR,EDUADULT,TRY,WOMEN,A,2002,20.223024,
KOR,EDUADULT,TRY,WOMEN,A,2003,23.50181,
KOR,EDUADULT,TRY,WOMEN,A,2004,24.640488,
KOR,EDUADULT,TRY,WOMEN,A,2005,26.232584,
KOR,EDUADULT,TRY,WOMEN,A,2006,28.025822,
KOR,EDUADULT,TRY,WOMEN,A,2007,29.911917,
KOR,EDUADULT,TRY,WOMEN,A,2008,31.941628,
KOR,EDUADULT,TRY,WOMEN,A,2009,33.775242,
KOR,EDUADULT,TRY,WOMEN,A,2010,34.814861,
KOR,EDUADULT,TRY,WOMEN,A,2011,35.885468,
KOR,EDUADULT,TRY,WOMEN,A,2012,37.499748,
KOR,EDUADULT,TRY,WOMEN,A,2013,38.961857,
KOR,EDUADULT,TRY,WOMEN,A,2014,40.563198,
KOR,EDUADULT,TRY,WOMEN,A,2015,41.568684,
KOR,EDUADULT,TRY,WOMEN,A,2016,43.001148,
KOR,EDUADULT,TRY,WOMEN,A,2017,44.414146,
KOR,EDUADULT,TRY,WOMEN,A,2018,46.163258,
KOR,EDUADULT,TRY,WOMEN,A,2019,47.635471,
KOR,EDUADULT,TRY,WOMEN,A,2020,48.524532,
KOR,EDUADULT,UPPSRY,MEN,A,2000,46.343079,
KOR,EDUADULT,UPPSRY,MEN,A,2001,46.481636,
KOR,EDUADULT,UPPSRY,MEN,A,2002,46.347038,
KOR,EDUADULT,UPPSRY,MEN,A,2003,44.364098,
KOR,EDUADULT,UPPSRY,MEN,A,2004,44.385811,
KOR,EDUADULT,UPPSRY,MEN,A,2005,44.414539,
KOR,EDUADULT,UPPSRY,MEN,A,2006,44.053726,
KOR,EDUADULT,UPPSRY,MEN,A,2007,43.383621,
KOR,EDUADULT,UPPSRY,MEN,A,2008,42.726017,
KOR,EDUADULT,UPPSRY,MEN,A,2009,42.05323,
KOR,EDUADULT,UPPSRY,MEN,A,2010,42.066227,
KOR,EDUADULT,UPPSRY,MEN,A,2011,40.885197,
KOR,EDUADULT,UPPSRY,MEN,A,2012,40.774841,
KOR,EDUADULT,UPPSRY,MEN,A,2013,40.590866,
KOR,EDUADULT,UPPSRY,MEN,A,2014,40.287319,
KOR,EDUADULT,UPPSRY,MEN,A,2015,40.007366,
KOR,EDUADULT,UPPSRY,MEN,A,2016,39.495762,
KOR,EDUADULT,UPPSRY,MEN,A,2017,39.374939,
KOR,EDUADULT,UPPSRY,MEN,A,2018,38.98774,
KOR,EDUADULT,UPPSRY,MEN,A,2019,38.703171,
KOR,EDUADULT,UPPSRY,MEN,A,2020,38.750603,
KOR,EDUADULT,UPPSRY,WOMEN,A,2000,42.427238,
KOR,EDUADULT,UPPSRY,WOMEN,A,2001,42.8806,
KOR,EDUADULT,UPPSRY,WOMEN,A,2002,43.319469,
KOR,EDUADULT,UPPSRY,WOMEN,A,2003,43.217739,
KOR,EDUADULT,UPPSRY,WOMEN,A,2004,43.565762,
KOR,EDUADULT,UPPSRY,WOMEN,A,2005,43.620491,
KOR,EDUADULT,UPPSRY,WOMEN,A,2006,43.611935,
KOR,EDUADULT,UPPSRY,WOMEN,A,2007,43.392387,
KOR,EDUADULT,UPPSRY,WOMEN,A,2008,42.670452,
KOR,EDUADULT,UPPSRY,WOMEN,A,2009,42.266373,
KOR,EDUADULT,UPPSRY,WOMEN,A,2010,41.722027,
KOR,EDUADULT,UPPSRY,WOMEN,A,2011,41.285046,
KOR,EDUADULT,UPPSRY,WOMEN,A,2012,40.755405,
KOR,EDUADULT,UPPSRY,WOMEN,A,2013,40.704407,
KOR,EDUADULT,UPPSRY,WOMEN,A,2014,40.71471,
KOR,EDUADULT,UPPSRY,WOMEN,A,2015,40.831745,
KOR,EDUADULT,UPPSRY,WOMEN,A,2016,40.778442,
KOR,EDUADULT,UPPSRY,WOMEN,A,2017,40.374645,
KOR,EDUADULT,UPPSRY,WOMEN,A,2018,39.378452,
KOR,EDUADULT,UPPSRY,WOMEN,A,2019,38.693756,
KOR,EDUADULT,UPPSRY,WOMEN,A,2020,38.540112,
LUX,EDUADULT,TRY,MEN,A,2000,20.785879,
LUX,EDUADULT,TRY,MEN,A,2005,28.944874,
LUX,EDUADULT,TRY,MEN,A,2006,25.705017,
LUX,EDUADULT,TRY,MEN,A,2007,27.906462,
LUX,EDUADULT,TRY,MEN,A,2008,29.348513,
LUX,EDUADULT,TRY,MEN,A,2009,37.581799,
LUX,EDUADULT,TRY,MEN,A,2010,38.884422,
LUX,EDUADULT,TRY,MEN,A,2011,39.482323,
LUX,EDUADULT,TRY,MEN,A,2012,41.909679,
LUX,EDUADULT,TRY,MEN,A,2013,41.89661,
LUX,EDUADULT,TRY,MEN,A,2014,47.82814,
LUX,EDUADULT,TRY,MEN,A,2015,39.599579,
LUX,EDUADULT,TRY,MEN,A,2016,42.995258,
LUX,EDUADULT,TRY,MEN,A,2017,39.254742,
LUX,EDUADULT,TRY,MEN,A,2018,43.216248,
LUX,EDUADULT,TRY,MEN,A,2019,50.007431,
LUX,EDUADULT,TRY,MEN,A,2020,50.189175,
LUX,EDUADULT,TRY,WOMEN,A,2000,15.713726,
LUX,EDUADULT,TRY,WOMEN,A,2005,24.111813,
LUX,EDUADULT,TRY,WOMEN,A,2006,22.30344,
LUX,EDUADULT,TRY,WOMEN,A,2007,25.141441,
LUX,EDUADULT,TRY,WOMEN,A,2008,25.911573,
LUX,EDUADULT,TRY,WOMEN,A,2009,31.958441,
LUX,EDUADULT,TRY,WOMEN,A,2010,32.022472,
LUX,EDUADULT,TRY,WOMEN,A,2011,34.525772,
LUX,EDUADULT,TRY,WOMEN,A,2012,36.237282,
LUX,EDUADULT,TRY,WOMEN,A,2013,39.411995,
