edu_attain_final,,,,,,,
Continent,country,years,subject,asab,val,total_pop,pop_with_given_ed_mil
Europe,CRI,2002,TRY,WOMEN,17.969522,1.985567,0.356796899
Europe,CRI,2002,UPPSRY,MEN,13.001636,2.036864,0.264825643
Europe,CRI,2002,UPPSRY,WOMEN,15.755439,1.985567,0.312834797
Europe,CZE,2002,NONE,MEN,7.605759,4.964598,0.377595359
Europe,CZE,2002,NONE,WOMEN,16.509859,5.236176,0.864485275
Europe,CZE,2002,TRY,MEN,13.769989,4.964598,0.683624598
Europe,CZE,2002,TRY,WOMEN,10.125204,5.236176,0.530173502
Europe,CZE,2002,UPPSRY,MEN,78.624252,4.964598,3.903378042
Europe,CZE,2002,UPPSRY,WOMEN,73.364937,5.236176,3.841517224
Europe,DEU,2002,NONE,MEN,12.92057,40.309777,5.208252954
Europe,DEU,2002,NONE,WOMEN,21.194084,42.178716,8.939392499
Europe,DEU,2002,TRY,MEN,28.13942,40.309777,11.34293745
Europe,DEU,2002,TRY,WOMEN,18.611786,42.178716,7.850212359
Europe,DEU,2002,UPPSRY,MEN,58.94001,40.309777,23.75858659
Europe,DEU,2002,UPPSRY,WOMEN,60.19413,42.178716,25.38911114
Europe,DNK,2002,NONE,MEN,17.841839,2.657341,0.474118503
Europe,DNK,2002,NONE,WOMEN,19.994623,2.716914,0.543236712
Europe,DNK,2002,TRY,MEN,27.551037,2.657341,0.732125002
Europe,DNK,2002,TRY,WOMEN,31.70907,2.716914,0.861508162
Europe,DNK,2002,UPPSRY,MEN,54.607124,2.657341,1.451097495
Europe,DNK,2002,UPPSRY,WOMEN,48.296307,2.716914,1.312169126
Europe,ESP,2002,NONE,MEN,57.190448,20.326854,11.62501887
Europe,ESP,2002,NONE,WOMEN,58.332298,21.096666,12.30617008
Europe,ESP,2002,TRY,MEN,25.166859,20.326854,5.115630685
Europe,ESP,2002,TRY,WOMEN,24.674786,21.096666,5.205557189
Europe,ESP,2002,UPPSRY,MEN,17.642693,20.326854,3.586204448
Europe,ESP,2002,UPPSRY,WOMEN,16.992916,21.096666,3.584938732
Europe,EST,2002,NONE,MEN,15.285732,0.642145,0.098156564
Europe,EST,2002,NONE,WOMEN,11.335968,0.737205,0.083569323
Europe,EST,2002,TRY,MEN,22.654995,0.642145,0.145477918
Europe,EST,2002,TRY,WOMEN,35.443844,0.737205,0.26129379
Europe,EST,2002,UPPSRY,MEN,62.059273,0.642145,0.398510519
Europe,EST,2002,UPPSRY,WOMEN,53.220188,0.737205,0.392341887
Europe,FRA,2002,NONE,MEN,32.898723,29.858337,9.823011582
Europe,FRA,2002,NONE,WOMEN,37.489242,31.746213,11.90141462
Europe,FRA,2002,TRY,MEN,23.09079,29.858337,6.894525894
Europe,FRA,2002,TRY,WOMEN,24.844231,31.746213,7.887102491
Europe,FRA,2002,UPPSRY,MEN,44.010487,29.858337,13.14079952
Europe,FRA,2002,UPPSRY,WOMEN,37.666527,31.746213,11.95769589
Europe,GBR,2002,NONE,MEN,30.463217,28.972747,8.826030789
Europe,GBR,2002,NONE,WOMEN,41.422478,30.39293,12.58950474
Europe,GBR,2002,TRY,MEN,27.186964,28.972747,7.876810297
Europe,GBR,2002,TRY,WOMEN,26.46838,30.39293,8.044516206
Europe,GBR,2002,UPPSRY,MEN,42.349819,28.972747,12.26990591
Europe,GBR,2002,UPPSRY,WOMEN,32.109142,30.39293,9.758909052
Europe,GRC,2002,NONE,MEN,48.431261,5.387914,2.609434692
Europe,GRC,2002,NONE,WOMEN,47.890192,5.514108,2.640716908
Europe,GRC,2002,TRY,MEN,20.260656,5.387914,1.091626721
Europe,GRC,2002,TRY,WOMEN,17.347368,5.514108,0.956552607
Europe,GRC,2002,UPPSRY,MEN,31.308083,5.387914,1.686852587
Europe,GRC,2002,UPPSRY,WOMEN,34.76244,5.514108,1.916838485
Europe,HUN,2002,NONE,MEN,23.829788,4.827719,1.150435203
Europe,HUN,2002,NONE,WOMEN,33.011007,5.330891,1.759780801
Europe,HUN,2002,TRY,MEN,13.814663,4.827719,0.66693311
Europe,HUN,2002,TRY,WOMEN,14.5824,5.330891,0.777371849
Europe,HUN,2002,UPPSRY,MEN,62.355549,4.827719,3.010350687
Europe,HUN,2002,UPPSRY,WOMEN,52.406593,5.330891,2.79373835
Europe,IRL,2002,NONE,MEN,42.431203,1.946164,0.825780798
Europe,IRL,2002,NONE,WOMEN,37.586859,1.971039,0.74085165
Europe,IRL,2002,TRY,MEN,23.946341,1.946164,0.466035068
Europe,IRL,2002,TRY,WOMEN,25.679022,1.971039,0.506143538
Europe,IRL,2002,UPPSRY,MEN,33.622456,1.946164,0.654348135
Europe,IRL,2002,UPPSRY,WOMEN,36.734119,1.971039,0.724043812
Asia,ISR,2002,NONE,MEN,20.170029,3.2417,0.65385183
Asia,ISR,2002,NONE,WOMEN,19.17635,3.3282,0.638227281
Asia,ISR,2002,TRY,MEN,39.831264,3.2417,1.291210085
Asia,ISR,2002,TRY,WOMEN,44.275032,3.3282,1.473561615
Asia,ISR,2002,UPPSRY,MEN,39.998707,3.2417,1.296638085
Asia,ISR,2002,UPPSRY,WOMEN,36.548618,3.3282,1.216411104
Europe,ITA,2002,NONE,MEN,54.931594,27.637667,15.18181103
Europe,ITA,2002,NONE,WOMEN,56.339266,29.452156,16.59312851
Europe,ITA,2002,TRY,MEN,10.490117,27.637667,2.899223604
Europe,ITA,2002,TRY,WOMEN,10.246637,29.452156,3.017855514
Europe,ITA,2002,UPPSRY,MEN,34.578289,27.637667,9.556632368
Europe,ITA,2002,UPPSRY,WOMEN,33.414097,29.452156,9.841171974
Asia,JPN,2002,NONE,MEN,61.225674,62.252,38.11420658
Asia,JPN,2002,NONE,WOMEN,65.608772,65.183,42.76576585
Asia,JPN,2002,TRY,MEN,38.774326,62.252,24.13779342
Asia,JPN,2002,TRY,WOMEN,34.391228,65.183,22.41723415
Asia,KOR,2002,NONE,MEN,22.182143,23.991377,5.321801554
Asia,KOR,2002,NONE,WOMEN,36.457507,23.653359,8.623425013
Asia,KOR,2002,TRY,MEN,31.470819,23.991377,7.550282831
Asia,KOR,2002,TRY,WOMEN,20.223024,23.653359,4.783424467
Asia,KOR,2002,UPPSRY,MEN,46.347038,23.991377,11.11929261
Asia,KOR,2002,UPPSRY,WOMEN,43.319469,23.653359,10.24650952
Europe,LVA,2002,NONE,MEN,21.235687,1.060538,0.22521253
Europe,LVA,2002,NONE,WOMEN,14.991348,1.249638,0.187337581
Europe,LVA,2002,TRY,MEN,16.318783,1.060538,0.173066895
Europe,LVA,2002,TRY,WOMEN,21.101116,1.249638,0.263687564
Europe,LVA,2002,UPPSRY,MEN,62.44553,1.060538,0.662258575
Europe,LVA,2002,UPPSRY,WOMEN,63.907536,1.249638,0.798612855
N America,MEX,2002,NONE,MEN,68.251372,49.794715,33.98557617
N America,MEX,2002,NONE,WOMEN,71.550972,51.699272,36.99133163
N America,MEX,2002,TRY,MEN,18.415346,49.794715,9.169869057
N America,MEX,2002,TRY,WOMEN,12.712215,51.699272,6.57212261
N America,MEX,2002,UPPSRY,MEN,13.333282,49.794715,6.639269772
N America,MEX,2002,UPPSRY,WOMEN,15.736813,51.699272,8.135817757
Europe,NLD,2002,NONE,MEN,28.811583,7.993718,2.303116696
Europe,NLD,2002,NONE,WOMEN,35.59342,8.155203,2.902715656
Europe,NLD,2002,TRY,MEN,27.422941,7.993718,2.192112571
Europe,NLD,2002,TRY,WOMEN,22.565882,8.155203,1.840293486
Europe,NLD,2002,UPPSRY,MEN,43.765476,7.993718,3.498488733
Europe,NLD,2002,UPPSRY,WOMEN,41.840698,8.155203,3.412193859
Europe,POL,2008,NONE,MEN,12.273294,18.408405,2.259317666
Europe,POL,2008,NONE,WOMEN,13.404934,19.707504,2.641777904
Europe,POL,2008,TRY,MEN,16.592894,18.408405,3.054487129
Europe,POL,2008,TRY,WOMEN,22.416042,19.707504,4.417642374
Europe,POL,2008,UPPSRY,MEN,71.133812,18.408405,13.0946002
Europe,POL,2008,UPPSRY,WOMEN,64.179024,19.707504,12.64808372
Europe,PRT,2008,NONE,MEN,74.376809,5.067993,3.769411474
Europe,PRT,2008,NONE,WOMEN,69.214078,5.4901835,3.79997989
Europe,PRT,2008,TRY,MEN,11.47842,5.067993,0.581725522
Europe,PRT,2008,TRY,WOMEN,17.029045,5.4901835,0.934925819
Europe,PRT,2008,UPPSRY,MEN,14.144771,5.067993,0.716856004
Europe,PRT,2008,UPPSRY,WOMEN,13.756877,5.4901835,0.755277791
Europe,SVK,2008,NONE,MEN,7.30912,2.626895,0.192002908
Europe,SVK,2008,NONE,WOMEN,12.770238,2.780077,0.355022449
Europe,SVK,2008,TRY,MEN,14.460915,2.626895,0.379873053
Europe,SVK,2008,TRY,WOMEN,15.060336,2.780077,0.418688937
Europe,SVK,2008,UPPSRY,MEN,78.229965,2.626895,2.055019039
Europe,SVK,2008,UPPSRY,WOMEN,72.169426,2.780077,2.006365613
Europe,SVN,2008,NONE,MEN,15.973629,0.996969,0.159252129
Europe,SVN,2008,NONE,WOMEN,20.023542,1.02566,0.205373461
Europe,SVN,2008,TRY,MEN,18.982487,0.996969,0.189249511
Europe,SVN,2008,TRY,WOMEN,26.446932,1.02566,0.271255603
Europe,SVN,2008,UPPSRY,MEN,65.043884,0.996969,0.64846736
Europe,SVN,2008,UPPSRY,WOMEN,53.529526,1.02566,0.549030936
Europe,SWE,2008,NONE,MEN,16.626951,4.583818,0.762149173
Europe,SWE,2008,NONE,WOMEN,13.240486,4.635821,0.61380523
Europe,SWE,2008,TRY,MEN,27.286299,4.583818,1.250754285
Europe,SWE,2008,TRY,WOMEN,36.906319,4.635821,1.710910887
Europe,SWE,2008,UPPSRY,MEN,56.08675,4.583818,2.570914542
Europe,SWE,2008,UPPSRY,WOMEN,49.853195,4.635821,2.311104883
Europe,TUR,2008,NONE,MEN,65.425912,35.63885,23.31704264
Europe,TUR,2008,NONE,WOMEN,74.64984,35.412839,26.43562765
Europe,TUR,2008,TRY,MEN,13.642329,35.63885,4.861969169
Europe,TUR,2008,TRY,WOMEN,10.178893,35.412839,3.60463499
Europe,TUR,2008,UPPSRY,MEN,20.931759,35.63885,7.459838192
Europe,TUR,2008,UPPSRY,WOMEN,15.171267,35.412839,5.372576357
N America,USA,2008,NONE,MEN,12.467991,150.074226,18.71124099
N America,USA,2008,NONE,WOMEN,10.170937,154.30062,15.69381885
N America,USA,2008,TRY,MEN,39.341179,150.074226,59.04096988
N America,USA,2008,TRY,WOMEN,42.823307,154.30062,66.07662821
N America,USA,2008,UPPSRY,MEN,48.19083,150.074226,72.32201513
N America,USA,2008,UPPSRY,WOMEN,47.005756,154.30062,72.53017294
S America,ARG,2009,NONE,MEN,47.536653,19.7348,9.381263396
S America,ARG,2009,NONE,WOMEN,42.351908,20.625028,8.735092884
S America,ARG,2009,TRY,MEN,15.809969,19.7348,3.120065762
S America,ARG,2009,TRY,WOMEN,22.821455,20.625028,4.706931484
S America,ARG,2009,UPPSRY,MEN,36.653378,19.7348,7.233470842
S America,ARG,2009,UPPSRY,WOMEN,34.826637,20.625028,7.183003633
Oceania,AUS,2009,NONE,MEN,26.226985,10.800797,2.832723409
Oceania,AUS,2009,NONE,WOMEN,31.657793,10.890856,3.447804648
Oceania,AUS,2009,TRY,MEN,33.912621,10.800797,3.662833352
Oceania,AUS,2009,TRY,WOMEN,39.784927,10.890856,4.332919109
Oceania,AUS,2009,UPPSRY,MEN,39.860394,10.800797,4.305240239
Oceania,AUS,2009,UPPSRY,WOMEN,28.55728,10.890856,3.110132242
Europe,AUT,2009,NONE,MEN,12.755546,4.061195,0.518027596
Europe,AUT,2009,NONE,WOMEN,23.893436,4.280288,1.022707874
Europe,AUT,2009,TRY,MEN,29.133034,4.061195,1.18314932
Europe,AUT,2009,TRY,WOMEN,24.682976,4.280288,1.05650246
Europe,AUT,2009,UPPSRY,MEN,58.11142,4.061195,2.360018083
Europe,AUT,2009,UPPSRY,WOMEN,51.423588,4.280288,2.201077666
Europe,BEL,2009,NONE,MEN,29.582701,5.29044,1.565055047
Europe,BEL,2009,NONE,WOMEN,29.270287,5.506058,1.611638979
Europe,BEL,2009,TRY,MEN,31.480886,5.29044,1.665477385
Europe,BEL,2009,TRY,WOMEN,35.328266,5.506058,1.945194816
Europe,BEL,2009,UPPSRY,MEN,38.936413,5.29044,2.059907568
Europe,BEL,2009,UPPSRY,WOMEN,35.401447,5.506058,1.949224205
S America,BRA,2009,NONE,MEN,61.4896008,94.621512,58.18239
S America,BRA,2009,NONE,WOMEN,57.363035,98.359393,56.42193303
S America,BRA,2009,TRY,MEN,9.7053852,94.621512,9.183382222
S America,BRA,2009,TRY,WOMEN,11.914505,98.359393,11.7190348
S America,BRA,2009,UPPSRY,MEN,28.805014,94.621512,27.25573978
S America,BRA,2009,UPPSRY,WOMEN,30.72246,98.359393,30.21842517
N America,CAN,2009,NONE,MEN,13.684441,16.663413,2.280294921
N America,CAN,2009,NONE,WOMEN,11.259212,16.965482,1.910179585
N America,CAN,2009,TRY,MEN,44.847889,16.663413,7.473188966
N America,CAN,2009,TRY,WOMEN,53.706112,16.965482,9.111500764
N America,CAN,2009,UPPSRY,MEN,41.46767,16.663413,6.909929114
N America,CAN,2009,UPPSRY,WOMEN,35.034676,16.965482,5.943801651
Europe,CHE,2009,NONE,MEN,9.555202,3.808621,0.36392143
Europe,CHE,2009,NONE,WOMEN,16.641333,3.935211,0.654871567
Europe,CHE,2009,TRY,MEN,42.763367,3.808621,1.628694576
Europe,CHE,2009,TRY,WOMEN,27.210806,3.935211,1.070802631
Europe,CHE,2009,UPPSRY,MEN,47.681431,3.808621,1.816004994
Europe,CHE,2009,UPPSRY,WOMEN,56.147861,3.935211,2.209536802
S America,CHL,2009,NONE,MEN,42.568193,8.307013,3.536145326
S America,CHL,2009,NONE,WOMEN,44.317295,8.574065,3.79979368
S America,CHL,2009,TRY,MEN,17.109118,8.307013,1.421256656
S America,CHL,2009,TRY,WOMEN,17.131065,8.574065,1.468828648
S America,CHL,2009,UPPSRY,MEN,40.322689,8.307013,3.349611017
S America,CHL,2009,UPPSRY,WOMEN,38.55164,8.574065,3.305442672
Europe,CRI,2009,NONE,MEN,62.402844,2.260174,1.410412855
Europe,CRI,2009,NONE,WOMEN,59.818335,2.209163,1.321484524
Europe,CRI,2009,TRY,MEN,22.682451,2.260174,0.51266286
Europe,CRI,2009,TRY,WOMEN,24.131628,2.209163,0.533106997
Europe,CRI,2009,UPPSRY,MEN,14.914705,2.260174,0.337098285
Europe,CRI,2009,UPPSRY,WOMEN,16.050037,2.209163,0.354571479
Europe,CZE,2009,NONE,MEN,5.715807,5.150509,0.294393154
Europe,CZE,2009,NONE,WOMEN,11.525182,5.340983,0.615558011
Europe,CZE,2009,TRY,MEN,16.176504,5.150509,0.833172294
Europe,CZE,2009,TRY,WOMEN,14.90211,5.340983,0.795919162
Europe,CZE,2009,UPPSRY,MEN,78.107689,5.150509,4.022943552
Europe,CZE,2009,UPPSRY,WOMEN,73.572708,5.340983,3.929505827
Europe,DEU,2009,NONE,MEN,11.891825,40.143948,4.773848044
Europe,DEU,2009,NONE,WOMEN,17.171287,41.75836,7.170447842
Europe,DEU,2009,TRY,MEN,29.675966,40.143948,11.91310436
Europe,DEU,2009,TRY,WOMEN,23.066357,41.75836,9.632132395
Europe,DEU,2009,UPPSRY,MEN,58.432209,40.143948,23.4569956
Europe,DEU,2009,UPPSRY,WOMEN,59.762356,41.75836,24.95577976
Europe,DNK,2009,NONE,MEN,23.60346,2.735983,0.645786653
Europe,DNK,2009,NONE,WOMEN,24.67923,2.783458,0.686936002
Europe,DNK,2009,TRY,MEN,28.516291,2.735983,0.780200874
Europe,DNK,2009,TRY,WOMEN,35.535122,2.783458,0.989105196
Europe,DNK,2009,UPPSRY,MEN,47.880249,2.735983,1.309995473
Europe,DNK,2009,UPPSRY,WOMEN,39.785648,2.783458,1.107416802
Europe,ESP,2009,NONE,MEN,49.375633,22.934502,11.32405554
Europe,ESP,2009,NONE,WOMEN,47.353224,23.433048,11.09630371
Europe,ESP,2009,TRY,MEN,28.886629,22.934502,6.625004506
Europe,ESP,2009,TRY,WOMEN,31.115898,23.433048,7.291403314
Europe,ESP,2009,UPPSRY,MEN,21.737738,22.934502,4.985441956
Europe,ESP,2009,UPPSRY,WOMEN,21.530878,23.433048,5.045340977
Europe,EST,2009,NONE,MEN,14.002018,0.62106,0.086960933
Europe,EST,2009,NONE,WOMEN,8.841732,0.713455,0.063081779
Europe,EST,2009,TRY,MEN,26.493443,0.62106,0.164540177
Europe,EST,2009,TRY,WOMEN,44.962532,0.713455,0.320787433
Europe,EST,2009,UPPSRY,MEN,59.504539,0.62106,0.36955889
Europe,EST,2009,UPPSRY,WOMEN,46.195736,0.713455,0.329585788
Europe,FIN,2009,NONE,MEN,20.43869,2.618355,0.535157462
Europe,FIN,2009,NONE,WOMEN,15.574986,2.720512,0.423719363
Europe,FIN,2009,TRY,MEN,31.355534,2.618355,0.820999192
Europe,FIN,2009,TRY,WOMEN,43.27985,2.720512,1.177433513
Europe,FIN,2009,UPPSRY,MEN,48.205776,2.618355,1.262198346
Europe,FIN,2009,UPPSRY,WOMEN,41.145164,2.720512,1.119359124
Europe,FRA,2009,NONE,MEN,28.702648,31.202687,8.955997416
Europe,FRA,2009,NONE,WOMEN,30.745558,33.256028,10.22475138
Europe,FRA,2009,TRY,MEN,26.667507,31.202687,8.32097874
Europe,FRA,2009,TRY,WOMEN,30.428736,33.256028,10.11938896
Europe,FRA,2009,UPPSRY,MEN,44.629845,31.202687,13.92571084
Europe,FRA,2009,UPPSRY,WOMEN,38.825706,33.256028,12.91188766
Europe,GBR,2009,NONE,MEN,22.893951,30.532212,6.990029654
Europe,GBR,2009,NONE,WOMEN,29.55545,31.728274,9.377434158
Europe,GBR,2009,TRY,MEN,36.860756,30.532212,11.25440417
Europe,GBR,2009,TRY,WOMEN,37.106785,31.728274,11.77334242
Europe,GBR,2009,UPPSRY,MEN,40.245293,30.532212,12.28777818
Europe,GBR,2009,UPPSRY,WOMEN,33.337765,31.728274,10.57749742
Europe,GRC,2009,NONE,MEN,40.043007,5.458477,2.185738327
Europe,GRC,2009,NONE,WOMEN,36.991048,5.64854,2.089454143
Europe,GRC,2009,TRY,MEN,24.01519,5.458477,1.310863623
Europe,GRC,2009,TRY,WOMEN,23.30374,5.64854,1.316321075
Europe,GRC,2009,UPPSRY,MEN,35.941803,5.458477,1.96187505
Europe,GRC,2009,UPPSRY,WOMEN,39.705212,5.64854,2.242764782
Europe,HUN,2009,NONE,MEN,16.164163,4.759971,0.769409471
Europe,HUN,2009,NONE,WOMEN,22.5121,5.262676,1.184738884
Europe,HUN,2009,TRY,MEN,17.471045,4.759971,0.831616675
Europe,HUN,2009,TRY,WOMEN,22.124817,5.262676,1.164357434
Europe,HUN,2009,UPPSRY,MEN,66.364792,4.759971,3.158944853
Europe,HUN,2009,UPPSRY,WOMEN,55.363083,5.262676,2.913579682
Asia,IDN,2009,NONE,MEN,67.3984203,120.149067,80.97857316
Asia,IDN,2009,NONE,WOMEN,74.6539812,118.471487,88.44368163
Asia,IDN,2009,TRY,MEN,7.7842197,120.149067,9.352667343
Asia,IDN,2009,TRY,WOMEN,7.2756858,118.471487,8.619613157
Asia,IDN,2009,UPPSRY,MEN,24.81736,120.149067,29.81782649
Asia,IDN,2009,UPPSRY,WOMEN,18.070333,118.471487,21.40819221
Europe,IRL,2009,NONE,MEN,31.968723,2.257342,0.721643411
Europe,IRL,2009,NONE,WOMEN,25.700012,2.276053,0.584945894
Europe,IRL,2009,TRY,MEN,32.987625,2.257342,0.744643514
Europe,IRL,2009,TRY,WOMEN,38.652878,2.276053,0.879759989
Europe,IRL,2009,UPPSRY,MEN,35.043652,2.257342,0.791055075
Europe,IRL,2009,UPPSRY,WOMEN,35.64711,2.276053,0.811347117
Europe,ISL,2009,NONE,MEN,27.871471,0.161007,0.044875019
Europe,ISL,2009,NONE,WOMEN,32.242739,0.157494,0.050780379
Europe,ISL,2009,TRY,MEN,29.253628,0.161007,0.047100389
Europe,ISL,2009,TRY,WOMEN,36.736088,0.157494,0.057857134
Europe,ISL,2009,UPPSRY,MEN,42.874901,0.161007,0.069031592
Europe,ISL,2009,UPPSRY,WOMEN,31.021173,0.157494,0.048856486
Asia,ISR,2009,NONE,MEN,20.052723,3.701384,0.742228281
Asia,ISR,2009,NONE,WOMEN,16.478916,3.784181,0.623592008
Asia,ISR,2009,TRY,MEN,40.913353,3.701384,1.514360302
Asia,ISR,2009,TRY,WOMEN,48.661175,3.784181,1.841426939
Asia,ISR,2009,UPPSRY,MEN,39.033924,3.701384,1.444795418
Asia,ISR,2009,UPPSRY,WOMEN,34.859909,3.784181,1.319162053
Europe,ITA,2009,NONE,MEN,46.458265,28.842143,13.39955923
Europe,ITA,2009,NONE,WOMEN,44.948436,30.713313,13.80515384
Europe,ITA,2009,TRY,MEN,13.014586,28.842143,3.753685505
Europe,ITA,2009,TRY,WOMEN,15.989163,30.713313,4.910801678
Europe,ITA,2009,UPPSRY,MEN,40.527149,28.842143,11.68889827
Europe,ITA,2009,UPPSRY,WOMEN,39.062401,30.713313,11.99735748
Asia,JPN,2009,NONE,MEN,55.282848,62.35787,34.47320649
Asia,JPN,2009,NONE,WOMEN,57.189934,65.673644,37.55871366
Asia,JPN,2009,TRY,MEN,44.717152,62.35787,27.88466351
Asia,JPN,2009,TRY,WOMEN,42.810066,65.673644,28.11493034
Asia,KOR,2009,NONE,MEN,14.897713,24.774341,3.69081022
Asia,KOR,2009,NONE,WOMEN,23.958385,24.533494,5.877828946
Asia,KOR,2009,TRY,MEN,43.049057,24.774341,10.66512018
Asia,KOR,2009,TRY,WOMEN,33.775242,24.533494,8.28624697
Asia,KOR,2009,UPPSRY,MEN,42.05323,24.774341,10.4184106
Asia,KOR,2009,UPPSRY,WOMEN,42.266373,24.533494,10.36941808
Europe,LTU,2009,NONE,MEN,9.746675,1.461774,0.142474361
Europe,LTU,2009,NONE,WOMEN,7.709534,1.701137,0.131149735
Europe,LTU,2009,TRY,MEN,25.473921,1.461774,0.372371154
Europe,LTU,2009,TRY,WOMEN,35.96101,1.701137,0.611746047
Europe,LTU,2009,UPPSRY,MEN,64.779404,1.461774,0.946928485
Europe,LTU,2009,UPPSRY,WOMEN,56.329456,1.701137,0.958241218
Europe,LUX,2009,NONE,MEN,19.641689,0.247122,0.048538935
Europe,LUX,2009,NONE,WOMEN,25.725431,0.250661,0.064483623
Europe,LUX,2009,TRY,MEN,37.581799,0.247122,0.092872893
Europe,LUX,2009,TRY,WOMEN,31.958441,0.250661,0.080107348
Europe,LUX,2009,UPPSRY,MEN,42.776512,0.247122,0.105710172
Europe,LUX,2009,UPPSRY,WOMEN,42.316128,0.250661,0.10607003
Europe,LVA,2009,NONE,MEN,16.890234,0.981789,0.165826459
Europe,LVA,2009,NONE,WOMEN,9.944153,1.159879,0.115340142
Europe,LVA,2009,TRY,MEN,18.933725,0.981789,0.185889229
Europe,LVA,2009,TRY,WOMEN,32.029045,1.159879,0.371498167
Europe,LVA,2009,UPPSRY,MEN,64.176041,0.981789,0.630073311
Europe,LVA,2009,UPPSRY,WOMEN,58.026802,1.159879,0.673040691
N America,MEX,2009,NONE,MEN,67.519913,54.851391,37.03561148
N America,MEX,2009,NONE,WOMEN,69.747013,57.243997,39.92597803
N America,MEX,2009,TRY,MEN,16.192701,54.851391,8.881921739
N America,MEX,2009,TRY,WOMEN,12.663967,57.243997,7.24936089
N America,MEX,2009,UPPSRY,MEN,16.287386,54.851391,8.933857779
N America,MEX,2009,UPPSRY,WOMEN,17.58902,57.243997,10.06865808
Europe,NLD,2009,NONE,MEN,24.726632,8.179935,2.022622425
Europe,NLD,2009,NONE,WOMEN,28.48825,8.350452,2.378897642
Europe,NLD,2009,TRY,MEN,34.539516,8.179935,2.825309958
Europe,NLD,2009,TRY,WOMEN,31.024853,8.350452,2.590715458
Europe,NLD,2009,UPPSRY,MEN,40.733852,8.179935,3.332002617
Europe,NLD,2009,UPPSRY,WOMEN,40.486897,8.350452,3.3808389
Europe,NOR,2009,NONE,MEN,18.970959,2.410901,0.45737104
Europe,NOR,2009,NONE,WOMEN,19.591835,2.417815,0.473694325
Europe,NOR,2009,TRY,MEN,32.496845,2.410901,0.783466761
Europe,NOR,2009,TRY,WOMEN,41.044899,2.417815,0.992389725
Europe,NOR,2009,UPPSRY,MEN,48.532196,2.410901,1.170063199
Europe,NOR,2009,UPPSRY,WOMEN,39.363266,2.417815,0.95173095
Europe,GBR,2010,NONE,MEN,21.92118,30.805493,6.75292757
Europe,GBR,2010,NONE,WOMEN,27.898701,31.953963,8.914740595
Europe,GBR,2010,TRY,MEN,38.078377,30.805493,11.73023176
Europe,GBR,2010,TRY,WOMEN,38.29401,31.953963,12.23645379
Europe,GBR,2010,UPPSRY,MEN,40.000443,30.805493,12.32233367
Europe,GBR,2010,UPPSRY,WOMEN,33.807289,31.953963,10.80276862
Europe,GRC,2010,NONE,MEN,39.087568,5.457157,2.133069953
Europe,GRC,2010,NONE,WOMEN,35.472473,5.664187,2.009227204
Europe,GRC,2010,TRY,MEN,24.945505,5.457157,1.361315372
Europe,GRC,2010,TRY,WOMEN,24.547791,5.664187,1.390432787
Europe,GRC,2010,UPPSRY,MEN,35.966927,5.457157,1.962771674
Europe,GRC,2010,UPPSRY,WOMEN,39.979736,5.664187,2.264527009
Europe,HUN,2010,NONE,MEN,15.669933,4.7504,0.744384497
Europe,HUN,2010,NONE,WOMEN,21.597336,5.24962,1.13377807
Europe,HUN,2010,TRY,MEN,17.631626,4.7504,0.837572762
Europe,HUN,2010,TRY,WOMEN,22.49086,5.24962,1.180684685
Europe,HUN,2010,UPPSRY,MEN,66.698441,4.7504,3.168442741
Europe,HUN,2010,UPPSRY,WOMEN,55.911804,5.24962,2.935157245
Asia,IDN,2010,NONE,MEN,66.5204946,121.820505,81.03560245
Asia,IDN,2010,NONE,WOMEN,72.8528325,120.013721,87.43339514
Asia,IDN,2010,TRY,MEN,8.0670834,121.820505,9.827361737
Asia,IDN,2010,TRY,WOMEN,7.8890595,120.013721,9.467953858
Asia,IDN,2010,UPPSRY,MEN,25.412422,121.820505,30.95754081
Asia,IDN,2010,UPPSRY,WOMEN,19.258108,120.013721,23.112372
Europe,IRL,2010,NONE,MEN,30.177177,2.262181,0.682662364
Europe,IRL,2010,NONE,WOMEN,24.308697,2.292582,0.557296812
Europe,IRL,2010,TRY,MEN,34.375969,2.262181,0.777646639
Europe,IRL,2010,TRY,WOMEN,40.753574,2.292582,0.934309102
Europe,IRL,2010,UPPSRY,MEN,35.446854,2.262181,0.801871996
Europe,IRL,2010,UPPSRY,WOMEN,34.937729,2.292582,0.800976086
Europe,ISL,2010,NONE,MEN,28.802992,0.159975,0.046077586
Europe,ISL,2010,NONE,WOMEN,32.955694,0.158069,0.052092736
Europe,ISL,2010,TRY,MEN,26.266424,0.159975,0.042019712
Europe,ISL,2010,TRY,WOMEN,36.472233,0.158069,0.057651294
Europe,ISL,2010,UPPSRY,MEN,44.930584,0.159975,0.071877702
Europe,ISL,2010,UPPSRY,WOMEN,30.572073,0.158069,0.04832497
Asia,ISR,2010,NONE,MEN,19.310238,3.771321,0.728251061
Asia,ISR,2010,NONE,WOMEN,16.602234,3.85224,0.639557899
Asia,ISR,2010,TRY,MEN,41.62141,3.771321,1.569676976
Asia,ISR,2010,TRY,WOMEN,49.3806,3.85224,1.902259225
Asia,ISR,2010,UPPSRY,MEN,39.068352,3.771321,1.473392963
Asia,ISR,2010,UPPSRY,WOMEN,34.017166,3.85224,1.310422876
Europe,ITA,2010,NONE,MEN,45.672305,28.958926,13.22620901
